北京临床版编码v8.0,北京临床版名称v8.0,医保版编码v2.0,医保版名称v2.0,备注
80.81001,肩关节病损切除术,80.8101,肩关节病损切除术,
80.81002,肩关节镜下病损切除术,80.8102,关节镜肩关节病损切除术,
80.82001,肘关节镜下病损切除术,80.8202,关节镜肘关节病损切除术,
80.82002,肘关节病损切除术,80.8201,肘关节病损切除术,
80.82003,肘关节镜下微骨折术,80.8200x003,肘关节镜下微骨折术,
80.83001,腕关节病损切除术,80.8301,腕关节病损切除术,
80.83002,腕关节镜下病损切除术,80.8302,关节镜腕关节病损切除术,
80.84002,指关节病损切除术,80.8401,指关节病损切除术,
80.84003,指关节镜下病损切除术,80.8402,关节镜指关节病损切除术,
80.85001,髋关节病损切除术,80.8501,髋关节病损切除术,
80.85004,髋关节镜下病损切除术,80.8502,关节镜髋关节病损切除术,
80.86003,膝关节病损切除术,80.8601,膝关节病损切除术,
80.86005,膝关节镜下病损切除术,80.8602,关节镜膝关节病损切除术,
80.86009,膝关节镜下微骨折术,80.8600x009,膝关节镜下微骨折术,
80.87002,踝关节病损切除术,80.8701,踝关节病损切除术,
80.87006,踝关节镜下病损切除术,80.8702,关节镜踝关节病损切除术,
80.87007,踝关节镜下微骨折术,80.8700x007,踝关节镜下微骨折术,
80.88001,趾关节病损切除术,80.8801,趾关节病损切除术,
80.88003,(足母)囊病损切除术,80.8800x003,??囊病损切除术,
80.88004,跖趾关节镜下病损切除术,80.8800x004,跖趾关节镜下病损切除术,
80.89001,骶髂关节病损切除术,80.8900x001,骶髂关节病损切除术,
80.89004,项韧带病损切除术,80.8900x004,项韧带病损切除术,
80.89005,胸锁关节病损切除术,80.8900x005,胸锁关节病损切除术,
80.89006,脊柱关节病损切除术,80.8901,脊柱关节病损切除术,
80.91001,肩关节切除术,80.9100,肩关节的其他切除术,
80.92001,肘关节切除术,80.9200,肘关节的其他切除术,
80.93001,腕关节切除术,80.9300,腕关节的其他切除术,
80.94001,指关节切除术,80.9400,手和指关节的其他切除术,
80.95001,髋关节切除术,80.9500,髋关节的其他切除术,
80.96001,膝关节切除术,80.9600,膝关节的其他切除术,
80.97001,踝关节切除术,80.9700,踝关节的其他切除术,
80.98001,跖趾关节切除术,80.9800x001,跖趾关节切除术,
80.99001,黄韧带部分切除术,80.9900x001,黄韧带部分切除术,
80.99002,假关节切除术,80.9900x002,假关节切除术,
80.99003,颈椎后路小关节切除术,80.9900x003,颈椎后路小关节切除术,
80.99004,肋软骨切除术,80.9900x004,肋软骨切除术,
80.99005,项韧带切除术,80.9900x005,项韧带切除术,
80.99006,颈椎前路小关节切除术,80.9900x006,颈椎前路小关节切除术,
81.01001,前入路寰-枢椎融合术,81.0100x001,前入路寰-枢椎融合术,
81.01007,后入路寰-枢椎融合术,81.0102,寰-枢椎融合术，后入路,
81.01008,前入路枕-颈椎融合术,81.0103,枕-颈融合术，前入路,
81.01009,后入路枕-颈椎融合术,81.0105,枕-颈融合术，后入路,
81.01010,经口寰-枢椎融合术,81.0101,寰-枢椎融合术，经口,
81.01011,经口枕-颈椎融合术,81.0104,枕-颈融合术，经口,
81.02001,前入路颈椎融合术,81.0200x001,前入路颈椎融合术,
81.02002,前外侧入路颈椎融合术,81.0200x002,前外侧入路颈椎融合术,
81.03001,后入路颈椎融合术,81.0300x001,后入路颈椎融合术,
81.03002,后外侧入路颈椎融合术,81.0300x002,后外侧入路颈椎融合术,
81.04001,前入路胸椎融合术,81.0401,胸椎椎体间融合术，前入路,
81.04003,前入路胸腰椎融合术,81.0402,胸腰椎椎体间融合术，前入路,
81.04004,前外侧入路胸椎融合术,81.0400x004,前外侧入路胸椎融合术,
81.04005,前外侧入路胸腰椎融合术,81.0400x005,前外侧入路胸腰椎融合术,
81.05002,后入路胸腰椎融合术,81.0502,胸腰椎融合术，后入路,
81.05004,后入路胸椎融合术,81.0501,胸椎融合术，后入路,
81.05005,后外侧入路胸椎融合术,81.0500x005,后外侧入路胸椎融合术,
81.05006,后外侧入路胸腰椎融合术,81.0500x006,后外侧入路胸腰椎融合术,
81.06001,前入路腰椎融合术,81.0601,腰椎椎体间融合术，前入路,
81.06004,前入路腰骶融合术,81.0602,腰骶椎椎体间融合术，前入路,
81.06005,前外侧入路腰椎融合术,81.0600x005,前外侧入路腰椎融合术,
81.06006,前外侧入路腰骶椎融合术,81.0600x006,前外侧入路腰骶椎融合术,
81.07002,腰骶外侧横突融合术,81.0700x002,腰骶外侧横突融合术,
81.07003,后入路腰椎后柱融合术,81.0701,腰椎后柱融合术，后入路,
81.07004,后入路腰骶椎后柱融合术,81.0702,腰骶椎后柱融合术，后入路,
81.08013,后入路腰骶融合术,81.0802,腰骶椎椎体间融合术，后入路,
81.08015,后入路腰椎融合术,81.0801,腰椎椎体间融合术，后入路,
81.08016,后外侧入路腰椎融合术,81.0800x016,后外侧入路腰椎融合术,
81.08017,后外侧入路腰骶椎融合术,81.0800x017,后外侧入路腰骶椎融合术,
81.08018,经椎间孔入路腰椎体融合术,81.0800x018,经椎间孔入路腰椎体融合术,
81.11001,踝关节融合术,81.1100,踝融合术,
81.11002,胫距骨融合术,81.1101,胫距关节融合术,
81.11003,踝关节镜下踝关节融合术,81.1100x003,踝关节镜下踝关节融合术,
81.12001,足三关节融合术,81.1200x001,足三关节融合术,
81.13003,距下关节融合术,81.1300x003,距下关节融合术,
81.13004,踝关节镜下距下关节融合术,81.1300x004,踝关节镜下距下关节融合术,
81.14001,跗骨间融合术,81.1400,跗骨间融合术,
81.14002,足外侧柱延长术,81.1400x002,足外侧柱延长术,
81.14003,跟骰关节融合术,81.1401,跟骰关节融合术,
81.15001,跗跖关节融合术,81.1500,跗跖融合术,
81.15002,跖楔关节融合术,81.1500x001,跖楔关节融合术,
81.16001,跖趾关节融合术,81.1600,跖趾融合术,
81.17001,跟骨关节融合术,81.1700x001,跟骨关节融合术,
81.17003,趾关节融合术,81.1700x003,趾关节融合术,
81.18007,距下关节关节制动术,81.1800,距下关节关节制动术,
81.21001,髋关节固定术,81.2101,髋关节融合术,
81.22001,膝关节固定术,81.2201,膝关节融合术,
81.23001,肩关节固定术,81.2301,肩关节融合术,
81.23002,肩关节喙突截骨移位固定术[Latajet手术],81.2300x002,肩关节喙突截骨移位固定术[Latajet手术],
81.23003,肩关节肩盂植骨固定术,81.2300x003,肩关节肩盂植骨固定术,
81.23004,肩关节镜下盂唇固定术,81.2300x004,肩关节镜下盂唇固定术,
81.23005,肩关节盂唇固定术,81.2300x005,肩关节盂唇固定术,
81.24001,肘关节固定术,81.2401,肘关节融合术,
81.25001,腕桡关节融合术,81.2501,腕桡关节固定术,
81.25002,全腕关节融合术,81.2500x002,全腕关节融合术,
81.25003,腕骨间融合术,81.2500x003,腕骨间融合术,
81.25004,腕中关节融合术,81.2500x004,腕中关节融合术,
81.26001,腕掌关节融合术,81.2601,掌腕关节固定术,
81.27001,掌指关节融合术,81.2701,掌指关节固定术,
81.28002,指间关节融合术,81.2801,指间关节固定术,
81.29001,骶髂关节固定术,81.2901,骶髂关节融合术,
81.29002,胸锁关节融合术,81.2902,胸锁关节融合术,
81.31001,前入路寰-枢椎翻修术,81.3101,寰-枢椎再融合术，前入路,
81.31002,后入路寰-枢椎翻修术,81.3103,寰-枢椎再融合术，后入路,
81.31003,前入路枕-颈椎翻修术,81.3104,枕-颈再融合术，前入路,
81.31004,后入路枕-颈椎翻修术,81.3106,枕-颈再融合术，后入路,
81.31005,经口寰-枢椎翻修术,81.3102,寰-枢椎再融合术，经口,
81.31006,经口枕-颈椎翻修术,81.3105,枕-颈再融合术，经口,
81.32001,前入路颈椎翻修术,81.3200x001,前入路颈椎翻修术,
81.32002,前外侧入路颈椎翻修术,81.3200x002,前外侧入路颈椎翻修术,
81.33001,后入路颈椎翻修术,81.3300x001,后入路颈椎翻修术,
81.33002,后外侧入路颈椎翻修术,81.3300x002,后外侧入路颈椎翻修术,
81.34001,前入路胸椎翻修术,81.3401,胸椎椎体间再融合术，前入路,
81.34002,前入路胸腰椎翻修术,81.3402,胸腰椎椎体间再融合术，前入路,
81.34003,前外侧入路胸椎翻修术,81.3400x003,前外侧入路胸椎翻修术,
81.34004,前外侧入路胸腰椎翻修术,81.3400x004,前外侧入路胸腰椎翻修术,
81.35001,后入路胸椎翻修术,81.3501,胸椎再融合术，后入路,
81.35002,后入路胸腰椎翻修术,81.3502,胸腰椎再融合术，后入路,
81.35003,后外侧入路胸椎翻修术,81.3500x003,后外侧入路胸椎翻修术,
81.35004,后外侧入路胸腰椎翻修术,81.3500x004,后外侧入路胸腰椎翻修术,
81.36001,前入路腰椎翻修术,81.3601,腰椎椎体间再融合术，前入路,
81.36002,前入路腰骶翻修术,81.3602,腰骶椎椎体间再融合术，前入路,
81.36003,前外侧入路腰椎翻修术,81.3600x003,前外侧入路腰椎翻修术,
81.36004,前外侧入路腰骶椎翻修术,81.3600x004,前外侧入路腰骶椎翻修术,
81.37001,腰椎外侧横突翻修术,81.3700x001,腰椎外侧横突翻修术,
81.37002,腰骶外侧横突翻修术,81.3700x002,腰骶外侧横突翻修术,
81.37003,后入路腰椎后柱翻修术,81.3701,腰椎后柱再融合术，后入路,
81.37004,后入路腰骶椎后柱翻修术,81.3702,腰骶椎后柱再融合术，后入路,
81.38001,后入路腰椎翻修术,81.3801,腰椎椎体间再融合术，后入路,
81.38002,后入路腰骶翻修术,81.3802,腰骶椎椎体间再融合术，后入路,
81.38003,后外侧入路腰椎翻修术,81.3800x003,后外侧入路腰椎翻修术,
81.38004,后外侧入路腰骶椎翻修术,81.3800x004,后外侧入路腰骶椎翻修术,
81.38005,经椎间孔入路腰椎体翻修术,81.3800x005,经椎间孔入路腰椎体翻修术,
81.40002,髋关节修补术,81.4000,髋修补术,
81.40004,髋关节镜下髋关节成形术,81.4000x004,髋关节镜下髋关节成形术,
81.40005,髋关节镜下盂唇修补术,81.4000x005,髋关节镜下盂唇修补术,
81.40006,髋关节镜下软骨成形术,81.4000x006,髋关节镜下软骨成形术,
81.40007,髋臼成形术,81.4001,髋臼成形术,
81.42001,膝关节五联修补术,81.4200,膝五合一修补术,
81.43001,膝关节三联修补术,81.4300,膝关节三联修补术,
81.44003,髌骨支持带外侧松解内侧紧缩术,81.4402,髌骨支持带外侧松解，内侧紧缩术,
81.44004,关节镜髌骨稳定术,81.4401,关节镜髌骨稳定术,
81.44005,髌骨习惯性脱位韧带成形术,81.4403,髌骨习惯性脱位韧带成形术,
81.45001,膝后十字韧带重建术,81.4502,膝关节后交叉韧带重建术,
81.45004,膝前十字韧带重建术,81.4501,膝关节前交叉韧带重建术,
81.45008,膝关节镜下后十字韧带重建术,81.4505,关节镜膝关节后交叉韧带重建术,
81.45009,膝关节镜下前十字韧带重建术,81.4504,关节镜膝关节前交叉韧带重建术,
81.45010,膝关节镜下十字韧带重建术,81.4503,关节镜膝关节交叉韧带重建术,
81.46001,副韧带修补术,81.4600x001,副韧带修补术,
81.46002,膝关节镜下副韧带修补术,81.4601,关节镜膝关节副韧带修补术,
81.47001,膝关节半月板成形术,81.4700x001,膝关节半月板成形术,
81.47005,膝关节镜下半月板成形术,81.4700x005,膝关节镜下半月板成形术,
81.47012,膝关节镜下异体外侧半月板移植术,81.4700x012,膝关节镜下异体外侧半月板移植术,
81.47013,膝关节镜下半月板缝合术,81.4700x013,膝关节镜下半月板缝合术,
81.47014,膝关节镜下半月板移植术,81.4700x014,膝关节镜下半月板移植术,
81.47015,膝关节镜下软骨成形术,81.4700x015,膝关节镜下软骨成形术,
81.47016,膝关节镜下软骨细胞移植术,81.4700x016,膝关节镜下软骨细胞移植术,
81.47017,膝关节镜下软骨修复术,81.4700x017,膝关节镜下软骨修复术,
81.47018,膝关节镜下异体骨软骨移植术,81.4700x018,膝关节镜下异体骨软骨移植术,
81.47019,膝关节镜下自体骨软骨移植术,81.4700x019,膝关节镜下自体骨软骨移植术,
81.47020,鹅足转移术,81.4701,鹅足转移术,
81.49001,踝关节修补术,81.4900x001,踝关节修补术,
81.49002,踝关节镜下软骨成形术,81.4900x002,踝关节镜下软骨成形术,
81.49003,踝关节镜下软骨修复术,81.4900x003,踝关节镜下软骨修复术,
81.49004,踝关节镜下异体骨软骨移植术,81.4900x004,踝关节镜下异体骨软骨移植术,
81.49005,踝关节镜下自体骨软骨移植术,81.4900x005,踝关节镜下自体骨软骨移植术,
81.49006,踝关节软骨镜下软骨细胞移植术,81.4900x006,踝关节软骨镜下软骨细胞移植术,
81.51003,全髋关节置换术,81.5100,全髋关节置换,
81.52002,髋臼置换术,81.5202,人工髋臼置换术,
81.52003,人工股骨头置换术,81.5201,人工股骨头置换术,
81.52004,人工双动股骨头置换术,81.5200x004,人工双动股骨头置换术,
81.54002,全膝关节表面置换术,81.5400,全部膝关节置换,
81.54004,膝关节单髁表面置换术,81.5400x004,膝关节单髁表面置换术,
81.54005,膝关节髌股表面置换术,81.5400x005,膝关节髌股表面置换术,
81.54007,膝关节双间室置换术,81.5400x007,膝关节双间室置换术,
81.54008,铰链式人工膝关节置换术,81.5400x008,铰链式人工膝关节置换术,
81.56001,全踝关节置换术,81.5600,踝关节全部置换,
81.57001,跖趾关节置换术,81.5700x001,跖趾关节置换术,
81.57002,趾关节置换术,81.5700x002,趾关节置换术,
81.59001,下肢关节置换修复术,81.5900,下肢关节置换修复术,
81.62002,2-3块椎骨融合,81.6200,2-3个椎骨融合或再融合,
81.63001,4-8块椎骨融合,81.6300,4-8个椎骨融合或再融合,
81.64003,多块椎骨融合,81.6400x003,多块椎骨融合,
81.65003,经皮穿刺椎体成形术,81.6500,经皮椎骨成形术,
81.66001,经皮穿刺脊柱后凸成形术,81.6600x001,经皮穿刺脊柱后凸成形术,
81.66002,经皮腰椎椎体球囊扩张成形术,81.6600x002,腰椎骨折球囊扩张成形术,
81.66003,经皮胸椎椎体球囊扩张成形术,81.6600x003,胸椎骨折球囊扩张成形术,
81.71001,掌指关节成形术伴植入,81.7100x001,掌指关节成形术伴植入,
81.71002,人工指关节置换术,81.7100x002,人工指关节置换术,
81.71003,指间关节成形术伴植入,81.7100x003,指间关节成形术伴植入,
81.71004,异体指关节游离移植术,81.7100x004,异体指关节游离移植术,
81.71005,人工掌指关节置换术,81.7100x005,人工掌指关节置换术,
81.72002,掌指关节成形术,81.7200x002,掌指关节成形术,
81.72003,指间关节成形术,81.7200x003,指间关节成形术,
81.72004,掌板紧缩术,81.7200x004,掌板紧缩术,
81.72005,掌板修复术,81.7200x005,掌板修复术,
81.72006,指关节软骨重建术,81.7200x006,指关节软骨重建术,
81.73001,人工腕关节置换术,81.7300x001,人工腕关节置换术,
81.74001,腕关节成形术伴植入,81.7400x001,腕关节成形术伴植入,
81.74002,腕掌关节成形术伴植入,81.7400x002,腕掌关节成形术伴植入,
81.75001,腕关节成形术,81.7500x001,腕关节成形术,
81.75002,腕掌关节成形术,81.7500x002,腕掌关节成形术,
81.75003,腕关节镜下TFCC成形术,81.7500x003,腕关节镜下TFCC成形术,
81.75004,腕关节镜下TFCC修补术,81.7500x004,腕关节镜下TFCC修补术,
81.75005,腕关节镜下软骨成形术,81.7500x005,腕关节镜下软骨成形术,
81.80001,全肩关节置换术,81.8000,肩关节全部置换,
81.80003,肩关节表面置换术,81.8000x003,肩关节表面置换术,
81.81001,肩关节部分置换术,81.8100,肩关节部分置换,
81.81002,人工肱骨头置换术,81.8101,人工肱骨头置换术,
81.82001,复发性肩关节脱位修补术,81.8200,复发性肩脱位的修补术,
81.82002,肩关节镜下复发性肩关节脱位修补术,81.8201,关节镜习惯性肩关节脱位修补术,
81.83001,肩关节成形术,81.8300x001,肩关节成形术,
81.83003,肩关节囊修复重建术,81.8300x003,肩关节囊修复重建术,
81.83004,肩关节修补术,81.8300x004,肩关节修补术,
81.83005,肩关节成形翻修术,81.8305,肩关节成形翻修术,
81.83007,肩关节镜下关节囊热紧缩术,81.8300x007,肩关节镜下关节囊热紧缩术,
81.83009,肩关节镜下盂唇修补术,81.8300x009,肩关节镜下盂唇修补术,
81.83010,肩峰成形术,81.8301,肩峰成形术,
81.83011,肩关节盂唇修补术,81.8302,肩关节盂成形术,
81.84001,肘关节置换术,81.8400,肘关节全部置换,
81.84002,人工桡骨头置换术,81.8400x002,人工桡骨头置换术,
81.84003,肘关节部分置换术,81.8401,肘关节部分置换术,
81.85001,肱骨髁间成形术,81.8500x001,肱骨髁间成形术,
81.85002,肘关节成形术,81.8500x002,肘关节成形术,
81.85004,肘关节镜下软骨成形术,81.8500x004,肘关节镜下软骨成形术,
81.85005,肘关节镜下软骨修复术,81.8500x005,肘关节镜下软骨修复术,
81.85006,肘关节镜下异体骨软骨移植术,81.8500x006,肘关节镜下异体骨软骨移植术,
81.85007,肘关节镜下自体骨软骨移植术,81.8500x007,肘关节镜下自体骨软骨移植术,
81.85008,肘关节镜下软骨细胞移植术,81.8500x008,肘关节镜下软骨细胞移植术,
81.88001,反式肩关节置换术,81.8800,反向全肩关节置换术,
81.91001,关节抽吸术,81.9101,关节抽吸术,
81.92002,关节治疗性物质注射,81.9201,关节治疗性物质注射,
81.92003,韧带治疗性物质注射,81.9202,韧带治疗性物质注射,
81.93001,上肢关节囊缝合术,81.9301,上肢关节囊缝合术,
81.93002,上肢韧带缝合术,81.9302,上肢韧带缝合术,
81.93003,指间关节侧副韧带重建术,81.9300x003,指间关节侧副韧带重建术,
81.93004,腕关节镜下韧带重建术,81.9300x004,腕关节镜下韧带重建术,
81.93005,腕关节韧带重建术,81.9300x005,腕关节韧带重建术,
81.93006,腕关节韧带紧缩术,81.9300x006,腕关节韧带紧缩术,
81.93007,指关节囊缝合术,81.9300x007,指关节囊缝合术,
81.93008,指间关节侧副韧带缝合术,81.9300x008,指间关节侧副韧带缝合术,
81.93009,肘关节镜下韧带重建术,81.9300x009,肘关节镜下韧带重建术,
81.93010,肘关节韧带修补术,81.9300x010,肘关节韧带修补术,
81.94001,踝关节韧带修补术,81.9400x001,踝关节韧带修补术,
81.94002,踝关节囊缝合术,81.9401,踝关节囊缝合术,
81.94003,足韧带缝合术,81.9404,足韧带缝合术,
81.94004,踝关节韧带缝合术,81.9402,踝关节韧带缝合术,
81.94005,足关节囊缝合术,81.9403,足关节囊缝合术,
81.94006,踝关节镜下韧带修补术,81.9400x006,踝关节镜下韧带修补术,
81.94007,踝关节镜下韧带重建术,81.9400x007,踝关节镜下韧带重建术,
81.95001,髌韧带缝合术,81.9500x001,髌韧带缝合术,
81.95003,下肢关节囊缝合术,81.9501,下肢关节囊缝合术,
81.95004,下肢韧带缝合术,81.9502,下肢韧带缝合术,
81.96003,髌韧带重建术,81.9600x003,髌韧带重建术,
81.96009,关节软骨修复术,81.9600x009,关节软骨修复术,
81.96015,韧带修补术,81.9600x015,韧带修补术,
81.96017,跖趾关节镜下软骨成形术,81.9600x017,跖趾关节镜下软骨成形术,
81.96018,跖趾关节镜下软骨修复术,81.9600x018,跖趾关节镜下软骨修复术,
81.96019,足趾关节游离移植术,81.9600x019,足趾关节游离移植术,
81.96020,膝关节镜下膝关节后外侧角重建术,81.9600x020,膝关节镜下膝关节后外侧角重建术,
81.96021,膝关节后外侧角重建术,81.9600x021,膝关节后外侧角重建术,
81.96022,膝关节镜下膝关节内侧髌股韧带重建术,81.9600x022,膝关节镜下膝关节内侧髌股韧带重建术,
81.96023,膝关节内侧髌股韧带重建术,81.9600x023,膝关节内侧髌股韧带重建术,
81.96024,膝关节镜下膝后十字韧带再附着术,81.9600x024,膝关节镜下膝后十字韧带再附着术,
81.96025,膝后十字韧带再附着术,81.9600x025,膝后十字韧带再附着术,
81.96026,膝关节镜下髌骨内侧支持带紧缩缝合术,81.9600x026,膝关节镜下髌骨内侧支持带紧缩缝合术,
81.96027,髌骨内侧支持带紧缩缝合术,81.9600x027,髌骨内侧支持带紧缩缝合术,
81.96028,膝关节镜下髌韧带移位术,81.9600x028,膝关节镜下髌韧带移位术,
81.96029,髌韧带移位术,81.9600x029,髌韧带移位术,
81.96030,膝关节镜下髌骨外侧支持带松解术,81.9600x030,膝关节镜下髌骨外侧支持带松解术,
81.96031,髌骨外侧支持带松解术,81.9600x031,髌骨外侧支持带松解术,
81.96032,膝关节镜下髌韧带重建术,81.9600x032,膝关节镜下髌韧带重建术,
81.97001,肩关节置换翻修术,81.9701,肩关节置换修复术,
81.97002,肘关节置换翻修术,81.9700x002,肘关节翻修术,
81.97003,腕关节置换翻修术,81.9703,腕关节置换修复术,
81.97004,指关节置换翻修术,81.9704,指关节置换修复术,
82.01001,手部腱鞘切开探查术,82.0102,手腱鞘切开探查术,
82.01002,手部腱鞘松解术,82.0101,手部腱鞘松解术,
82.02001,手部肌肉切开减压术,82.0200x001,手部肌肉切开减压术,
82.02002,手部肌肉异物去除术,82.0201,手部肌肉异物去除术,
82.03001,手黏液囊切开术,82.0300,手黏液囊切开术,
82.04001,掌间隙切开引流术,82.0401,掌间隙切开引流术,
82.04002,鱼际间隙切开引流术,82.0402,鱼际间隙切开引流术,
82.09001,手部软组织切开术,82.0901,手部软组织切开术,
82.09002,手部软组织切开异物取出术,82.0902,手部软组织切开异物去除术,
82.11001,手部肌腱切断术,82.1101,手部肌腱切断术,
82.11002,侧腱束切断术,82.1100x002,侧腱束切断术,
82.11003,手部肌腱切开异物取出术,82.0103,手部肌腱切开异物去除术,
82.12001,手部筋膜切断术,82.1201,手部筋膜切断术,
82.12002,掌筋膜切断术,82.1200x002,掌筋膜切断术,
82.12003,手部筋膜粘连松解术,82.1202,手部筋膜粘连松解术,
82.19002,手部肌肉松解术,82.1900x002,手部肌肉松解术,
82.19005,手部肌肉切断术,82.1901,手部肌肉切断术,
82.21001,手部腱鞘病损切除术,82.2100,手腱鞘病损切除术,
82.22001,手部肌肉病损切除术,82.2200,手肌肉病损切除术,
82.29001,手部软组织病损切除术,82.2900x001,手部软组织病损切除术,
82.31001,手部黏液液囊切除术,82.3100,手黏液囊切除术,
82.32001,手肌腱切取术,82.3200x001,手肌腱切取术,
82.33002,手腱鞘切除术,82.3301,手部腱鞘切除术,
82.34001,手肌肉切取术,82.3400x001,手肌肉切取术,
82.34002,手筋膜切除用于移植,82.3400x002,手筋膜切除用于移植,
82.35001,掌腱膜部分切除术,82.3500x001,掌腱膜部分切除术,
82.35002,掌腱膜切除术,82.3500x002,掌腱膜切除术,
82.35003,掌挛缩松解术,82.3501,掌腱膜挛缩松解术,
82.36001,手部肌肉切除术,82.3600x001,手部肌肉切除术,
82.36002,手部肌肉清创术,82.3601,手部肌肉清创术,
82.39001,手部软组织切除术,82.3900x001,手部软组织切除术,
82.41001,手腱鞘缝合术,82.4100,手腱鞘缝合术,
82.42001,手屈肌腱延迟性缝合术,82.4200,手屈肌腱延迟性缝合术,
82.43001,手部肌腱延迟性缝合术,82.4300x001,手部肌腱延迟性缝合术,
82.44001,屈腕肌腱缝合术,82.4400x001,屈腕肌腱缝合术,
82.44002,屈指肌腱缝合术,82.4400x002,屈指肌腱缝合术,
82.45001,拇长伸肌腱缝合术,82.4500x001,拇长伸肌腱缝合术,
82.45009,伸指总肌腱缝合术,82.4500x009,伸指总肌腱缝合术,
82.45010,伸指肌腱侧束缝合术,82.4500x010,伸指肌腱侧束缝合术,
82.45011,伸指肌腱中央束缝合术,82.4500x011,伸指肌腱中央束缝合术,
82.45012,伸腕肌腱缝合术,82.4500x012,伸腕肌腱缝合术,
82.45013,伸指肌腱缝合术,82.4500x013,伸指肌腱缝合术,
82.46001,手部肌肉缝合术,82.4602,手部肌肉缝合术,
82.46003,手筋膜缝合术,82.4601,手部筋膜缝合术,
82.51001,手部肌腱前徙术,82.5100,手肌腱前徙术,
82.52001,手部肌腱后徙术,82.5200,手肌腱后徙术,
82.53002,手部肌腱止点重建术,82.5301,手部肌腱止点重建术,
82.54001,手部肌肉止点重建术,82.5401,手部肌肉止点重建术,
82.55001,手部肌腱延长术,82.5501,手部肌腱延长术,
82.55002,手部肌腱缩短术,82.5502,手部肌腱缩短术,
82.55003,拇长屈肌腱延长术,83.8500x045,拇长屈肌腱延长术,
82.55004,拇长屈肌腱缩短术,83.8500x046,拇长屈肌腱缩短术,
82.55005,拇长伸肌腱延长术,83.8500x047,拇长伸肌腱延长术,
82.55006,拇长伸肌腱缩短术,83.8500x048,拇长伸肌腱缩短术,
82.55007,拇长展肌腱延长术,83.8500x049,拇长展肌腱延长术,
82.55008,拇长展肌腱缩短术,83.8500x050,拇长展肌腱缩短术,
82.55009,指伸肌腱延长术,83.8500x051,指伸肌腱延长术,
82.55010,指伸肌腱缩短术,83.8500x052,指伸肌腱缩短术,
82.55011,指屈肌腱延长术,83.8500x053,指屈肌腱延长术,
82.55012,指屈肌腱缩短术,83.8500x054,指屈肌腱缩短术,
82.56001,手部肌腱移植术,82.5601,手部肌腱移植术,
82.56002,手部自体肌腱移植术,82.5600x002,手部自体肌腱移植术,
82.56003,手部异体肌腱移植术,82.5600x003,手部异体肌腱移植术,
82.56004,手部带腱帽异体肌腱移植术,82.5600x004,手部带腱帽异体肌腱移植术,
82.56005,手部带鞘管异体肌腱移植术,82.5600x005,手部带鞘管异体肌腱移植术,
82.57001,手部肌腱移位术,82.5700x001,手部肌腱移位术,
82.58001,手部肌肉移植术,82.5801,手部肌肉移植术,
82.59001,手部肌肉移位术,82.5900x001,手部肌肉移位术,
82.61002,拇指整复术,82.6100x002,拇指整复术,
82.61003,手指转位代拇指术,82.6102,手指转位代拇指术,
82.61004,足趾转位代拇指术,82.6101,足趾转位代拇指术,
82.69002,拇指重建术,82.6900x002,拇指重建术,
82.69003,指残端拇化术,82.6901,拇指残端拇化术,
82.71001,拇外展功能重建术,82.7100x001,拇外展功能重建术,
82.71002,指浅屈肌替代法屈肌腱滑车重建术,82.7100x002,指浅屈肌替代法屈肌腱滑车重建术,
82.71003,游离腱片法屈肌腱滑车重建术,82.7100x003,游离腱片法屈肌腱滑车重建术,
82.71004,腱环法屈肌腱滑车重建术,82.7100x004,腱环法屈肌腱滑车重建术,
82.71005,拇对掌肌功能重建术,82.7101,拇对掌肌功能重建术,
82.72001,手肌肉移植的整形术,82.7201,手肌肉移植物的整形术,
82.72002,手筋膜移植的整形术,82.7202,手筋膜移植物整形术,
82.79001,手肌腱移植的整形术,82.7900x001,手肌腱移植的整形术,
82.79002,手肌腱硅条成形术,82.7901,手肌腱硅条成形术,
82.81001,手指移位术,82.8100x001,手指移位术,
82.81002,手指代手指再造术,82.8101,手指代手指再造术,
82.81003,足趾代手指再造术,82.8102,足趾代手指再造术,
82.82001,裂手矫正术,82.8201,裂指畸形修补术,
82.83001,巨指矫正术,82.8300x001,巨指矫正术,
82.84001,槌状指矫正术,82.8400x001,槌状指矫正术,
82.85001,手部肌腱固定术,82.8500x001,手部肌腱固定术,
82.85002,屈指浅肌腱近指间关节固定术,82.8500x002,屈指浅肌腱近指间关节固定术,
82.86001,手部肌腱成形术,82.8600x001,手部肌腱成形术,
82.86006,手指肌腱成形术,82.8600x006,手指肌腱成形术,
82.86010,指深-浅屈肌腱交叉延长术,82.8600x010,指深-浅屈肌腱交叉延长术,
82.86011,伸指肌腱中央束重建术[Matev法],82.8600x011,伸指肌腱中央束重建术[Matev法],
82.86012,伸指肌腱中央束重建术[Carroll法],82.8600x012,伸指肌腱中央束重建术[Carroll法],
82.86013,伸指肌腱中央束重建术[Fowler法],82.8600x013,伸指肌腱中央束重建术[Fowler法],
82.89001,手筋膜疝修补术,82.8901,手筋膜疝修补术,
82.89002,镜影手畸形矫正术,82.8900x002,镜影手畸形矫正术,
82.89003,缩窄环畸形矫正术,82.8900x003,缩窄环畸形矫正术,
82.89004,手筋膜折叠术,82.8902,手筋膜折叠术,
82.91002,手筋膜松解术,82.9101,手部筋膜松解术,
82.91003,手肌肉粘连松解术,82.9102,手部肌肉粘连松解术,
