北京临床版编码v7.0,北京临床版名称v7.0,国家临床版编码2.0,附加代码,国家临床版名称2.0,
P52.301,新生儿脑室内出血(非创伤性),P52.300,,胎儿和新生儿的脑室内(非创伤性)出血,P52.300
P52.401,新生儿脑出血(非创伤性),P52.400,,胎儿和新生儿大脑内(非创伤性)出血,P52.400
P52.501,新生儿蛛网膜下出血(非创伤性),P52.500,,胎儿和新生儿蛛网膜下(非创伤性)出血,P52.500
P52.601,新生儿小脑出血(非创伤性),P52.600,,胎儿和新生儿小脑(非创伤性)和后颅凹出血,P52.600
P52.602,新生儿后颅凹出血(非创伤性),P52.600,,胎儿和新生儿小脑(非创伤性)和后颅凹出血,P52.600
P52.901,新生儿颅内出血(非创伤性),P52.900,,胎儿和新生儿的颅内(非创伤性)出血,P52.900
P53xx01,新生儿出血病,P53.x00,,胎儿和新生儿出血性疾病,P53.x00
P53xx02,新生儿维生素K缺乏性出血症,P53.x00x002,,新生儿维生素K缺乏性出血症,P53.x00x002
P54.001,新生儿呕血,P54.000,,新生儿呕血,P54.000
P54.101,新生儿黑粪症,P54.100,,新生儿黑粪症,P54.100
P54.102,新生儿便血,P54.100x001,,新生儿便血,P54.100x001
P54.201,新生儿直肠出血,P54.200,,新生儿直肠出血,P54.200
P54.301,新生儿胃肠道出血,P54.300x001,,新生儿胃肠道出血,P54.300x001
P54.302,新生儿胃出血,P54.300x002,,新生儿胃出血,P54.300x002
P54.303,新生儿肠出血,P54.300x003,,新生儿肠出血,P54.300x003
P54.401,新生儿肾上腺出血,P54.400,,新生儿肾上腺出血,P54.400
P54.501,新生儿皮肤出血,P54.500,,新生儿皮肤出血,P54.500
P54.502,新生儿皮肤瘀斑,P54.500,,新生儿皮肤出血,P54.500
P54.503,新生儿皮肤瘀点,P54.500,,新生儿皮肤出血,P54.500
P54.601,新生儿阴道出血,P54.600,,新生儿阴道出血,P54.600
P54.602,假月经,P54.600,,新生儿阴道出血,P54.600
P54.801,新生儿鼻出血,P54.802,,新生儿鼻出血,P54.802
P54.802,新生儿结膜出血,P54.800x002,,新生儿结膜出血,P54.800x002
P54.803,新生儿心包积血,P54.800x003,,新生儿心包积血,P54.800x003
P54.901,新生儿出血,P54.900,,新生儿出血,P54.900
P55.001,新生儿Rh血型不合溶血病,P55.002,,新生儿RH溶血症,P55.002
P55.002,新生儿Rh血型不合溶血性贫血,P55.000x002,,新生儿Rh血型不合溶血性贫血,P55.000x002
P55.101,新生儿ABO血型不合溶血病,P55.102,,新生儿ABO溶血性贫血,P55.102
P55.102,新生儿ABO血型不合溶血性黄疸,P55.101,,新生儿ABO溶血性黄疸,P55.101
P55.103,新生儿ABO血型不合溶血性贫血,P55.100,,胎儿和新生儿的ABO同种免疫,P55.100
P55.901,新生儿溶血,P55.900,,胎儿和新生儿的溶血性疾病,P55.900
P55.902,新生儿溶血性贫血,P55.900,,胎儿和新生儿的溶血性疾病,P55.900
P57.901,新生儿胆红素脑病,P57.901,,新生儿胆红素脑病,P57.901
P59.001,早产儿黄疸,P59.000,,与早产有关的新生儿黄疸,P59.000
P59.101,胆汁浓缩综合征,P59.100,,胆汁浓缩综合征,P59.100
P59.201,新生儿肝炎,P59.201,,新生儿肝炎,P59.201
P59.202,新生儿肝炎综合征,P59.202,,婴儿肝炎综合征,P59.202
P59.301,新生儿母乳性黄疸,P59.301,,新生儿母乳性黄疸,P59.301
P59.801,新生儿病理性黄疸,P59.801,,新生儿病理性黄疸,P59.801
P59.901,新生儿高胆红素血症,P59.901,,新生儿高胆红素血症,P59.901
P59.902,新生儿黄疸,P59.900,,新生儿黄疸,P59.900
P59.903,新生儿生理性黄疸,P59.902,,新生儿生理性黄疸,P59.902
P60xx01,新生儿弥漫性血管内凝血,P60.x00,,胎儿和新生儿播散性血管内凝血,P60.x00
P61.001,新生儿血小板减少,P61.000,,短暂性新生儿血小板减少,P61.000
P61.002,新生儿血小板减少性紫癜,P61.001,,新生儿血小板减少性紫癜,P61.001
P61.101,新生儿红细胞增多症,P61.100,,新生儿红细胞增多症,P61.100
P61.201,早产儿贫血,P61.200,,早产性贫血,P61.200
P61.301,新生儿失血性贫血,P61.300,,胎儿失血所致的先天性贫血,P61.300
P61.401,新生儿贫血,P61.400x001,,新生儿贫血,P61.400x001
P61.501,新生儿中性粒细胞减少症,P61.500,,短暂性新生儿中性粒细胞减少,P61.500
P61.801,新生儿嗜酸性粒细胞增多症,P61.800,,围生期血液疾患，其他特指的,P61.800
P70.101,糖尿病母亲婴儿,P70.100,,糖尿病母亲的婴儿综合征,P70.100
P70.201,新生儿糖尿病,P70.200,,新生儿糖尿病,P70.200
P70.301,医源性新生儿低血糖症,P70.300,,医源性新生儿低血糖症,P70.300
P70.401,新生儿低血糖症,P70.400x001,,新生儿低血糖症,P70.400x001
P70.402,新生儿短暂性低血糖症,P70.400x002,,新生儿短暂性低血糖症,P70.400x002
P70.801,新生儿高血糖症,P70.800x001,,新生儿高血糖症,P70.800x001
P71.001,新生儿牛乳性低钙血症,P71.000,,新生儿牛乳性低钙血症,P71.000
P71.101,新生儿低钙血症,P71.100x001,,新生儿低钙血症,P71.100x001
P71.201,新生儿低镁血症,P71.200,,新生儿低镁血症,P71.200
P71.301,新生儿手足搐搦,P71.300,,新生儿手足搐搦不伴有钙或镁的缺乏,P71.300
P71.401,新生儿甲状旁腺功能减退,P71.400,,暂时性新生儿甲状旁腺功能减退症,P71.400
P72.001,新生儿甲状腺肿,P72.000,,新生儿甲状腺肿，不可归类在他处者,P72.000
P72.101,新生儿甲状腺毒症,P72.100x001,,新生儿甲状腺毒症,P72.100x001
P72.102,新生儿甲状腺功能亢进症,P72.100x002,,新生儿甲状腺功能亢进症,P72.100x002
P72.201,新生儿甲状腺功能减退症,P72.200x001,,新生儿甲状腺功能减退症,P72.200x001
P74.001,新生儿晚期代谢性酸中毒,P74.000,,新生儿晚期代谢性酸中毒,P74.000
P74.002,新生儿代谢性酸中毒,P74.001,,新生儿短暂性代谢性酸中毒,P74.001
P74.101,新生儿脱水,P74.100,,新生儿脱水,P74.100
P74.211,新生儿高钠血症,P74.200x001,,新生儿高钠血症,P74.200x001
P74.221,新生儿低钠血症,P74.201,,新生儿低钠血症,P74.201
P74.311,新生儿高钾血症,P74.301,,新生儿高钾血症,P74.301
P74.321,新生儿低钾血症,P74.302,,新生儿低钾血症,P74.302
P74.401,新生儿电解质紊乱,P74.400,,新生儿其他的暂时性电解质失调,P74.400
P74.501,新生儿短暂性高酪氨酸血症,P74.501,,新生儿高酪氨酸血症,P74.501
P74.801,新生儿短暂性代谢紊乱,P74.800,,新生儿其他的暂时性代谢紊乱,P74.800
P74.802,新生儿低蛋白血症,P74.800x002,,新生儿低蛋白血症,P74.800x002
P74.803,新生儿乳糖代谢紊乱,P74.800x003,,新生儿乳糖代谢紊乱,P74.800x003
P74.804,新生儿呼吸性碱中毒,P74.800x004,,新生儿呼吸性碱中毒,P74.800x004
P74.805,新生儿呼吸性酸中毒,P74.002,,新生儿呼吸性酸中毒,P74.002
P76.001,胎粪性便秘[胎粪阻塞综合征],P76.000,,胎粪堵塞综合征,P76.000
P76.101,新生儿短暂性肠梗阻,P76.100,,新生儿暂时性肠梗阻,P76.100
P76.201,浓缩乳汁性肠梗阻,P76.200,,浓缩乳汁引起的肠梗阻,P76.200
P76.801,新生儿肠麻痹,P76.801,,新生儿肠麻痹,P76.801
P76.901,新生儿肠梗阻,P76.900,,新生儿肠梗阻,P76.900
P77xx01,新生儿坏死性小肠结肠炎,P77.x01,,新生儿坏死性小肠结肠炎,P77.x01
P78.001,胎粪性腹膜炎,P78.002,,胎粪性腹膜炎,P78.002
P78.002,新生儿肠穿孔,P78.001,,新生儿肠穿孔,P78.001
P78.003,新生儿空肠穿孔,P78.000x003,,新生儿空肠穿孔,P78.000x003
P78.004,新生儿回肠穿孔,P78.000x004,,新生儿回肠穿孔,P78.000x004
P78.005,新生儿结肠穿孔,P78.000x005,,新生儿结肠穿孔,P78.000x005
P78.006,新生儿乙状结肠穿孔,P78.000x006,,新生儿乙状结肠穿孔,P78.000x006
P78.007,新生儿直肠穿孔,P78.000x007,,新生儿直肠穿孔,P78.000x007
P78.101,新生儿腹膜炎,P78.100,,新生儿腹膜炎，其他的,P78.100
P78.201,新生儿咽下综合征,P78.200x001,,新生儿咽下综合征,P78.200x001
P78.302,新生儿肠炎,P78.300x002,,新生儿肠炎,P78.300x002
P78.303,新生儿生理性腹泻,P78.300x003,,新生儿生理性腹泻,P78.300x003
P78.304,新生儿消化不良,P78.300x004,,新生儿消化不良,P78.300x004
P78.305,新生儿结肠炎,P78.300x005,,新生儿结肠炎,P78.300x005
P78.306,新生儿非感染性腹泻,P78.300,,非传染性新生儿腹泻,P78.300
P78.801,新生儿消化性溃疡,P78.804,,新生儿消化性溃疡,P78.804
P78.802,新生儿腹胀,P78.802,,新生儿腹胀,P78.802
P78.803,先天性肝硬化,P78.803,,先天性肝硬化,P78.803
P78.804,新生儿贲门失弛缓,P78.800x004,,新生儿贲门失弛缓,P78.800x004
P78.805,新生儿幽门痉挛,P78.800x005,,新生儿幽门痉挛,P78.800x005
P78.806,新生儿便秘,P78.800x006,,新生儿便秘,P78.800x006
P78.807,新生儿阑尾炎,P78.800x007,,新生儿阑尾炎,P78.800x007
P78.808,新生儿胆汁淤积症,P78.800x008,,新生儿胆汁淤积症,P78.800x008
P78.809,新生儿胃穿孔,P78.800x009,,新生儿胃穿孔,P78.800x009
P78.810,新生儿气胀,P78.800x010,,新生儿气胀,P78.800x010
P78.811,新生儿贲门松弛,P92.001,,新生儿贲门松弛,P92.001
P78.812,新生儿吞咽动作不协调,P78.800x012,,新生儿吞咽动作不协调,P78.800x012
P80.001,新生儿寒冷损伤综合征,P80.000,,冷伤综合征,P80.000
P80.801,新生儿轻度低体温,P80.800x001,,新生儿轻度低体温,P80.800x001
P80.901,新生儿低体温,P80.900,,新生儿低温症,P80.900
P81.801,新生儿捂热综合征,P81.001,,新生儿捂热综合征,P81.001
P81.901,新生儿脱水热,P81.901,,新生儿脱水热,P81.901
P81.902,新生儿发热,P81.902,,新生儿发热,P81.902
P83.001,新生儿硬肿症,P83.000,,新生儿硬化病\[硬肿症\],P83.000
P83.101,新生儿毒性红斑,P83.100,,新生儿中毒性红斑,P83.100
P83.301,新生儿水肿,P83.301,,新生儿水肿,P83.301
P83.303,新生儿头皮水肿,P83.301,,新生儿水肿,P83.301
P83.401,新生儿乳腺炎,P83.401,,新生儿非感染性乳腺炎,P83.401
P83.501,先天性鞘膜积液,P83.500,,先天性鞘膜积液,P83.500
P83.502,先天性睾丸鞘膜积液,P83.500x002,,先天性睾丸鞘膜积液,P83.500x002
P83.503,先天性精索鞘膜积液,P83.500x003,,先天性精索鞘膜积液,P83.500x003
P83.601,新生儿脐息肉,P83.600,,新生儿脐息肉,P83.600
P83.801,新生儿荨麻疹,P83.803,,新生儿荨麻疹,P83.803
P83.802,新生儿皮下脂肪坏死,P83.802,,新生儿皮下脂肪坏疽,P83.802
P83.803,新生儿红斑,P83.801,,新生儿红斑,P83.801
P83.804,新生儿硬皮病,P83.800x004,,新生儿硬皮病,P83.800x004
P83.805,青铜症[婴儿青铜综合征],P83.800x005,,青铜症[婴儿青铜综合征],P83.800x005
P83.806,蓝莓松饼状婴儿,P83.800x006,,蓝莓松饼状婴儿,P83.800x006
P83.807,新生儿皮肤附属器息肉,P83.800x007,,新生儿皮肤附属器息肉,P83.800x007
P90xx01,新生儿惊厥,P90.x00,,新生儿惊厥,P90.x00
P90xx02,新生儿抽搐,P90.x00x002,,新生儿抽搐,P90.x00x002
P91.001,新生儿大脑缺血,P91.000,,新生儿大脑缺血,P91.000
P91.002,新生儿脑梗死,P91.000x002,,新生儿脑梗死,P91.000x002
P91.101,新生儿后天性脑室周围囊肿,P91.100,,新生儿后天性脑室周围囊肿,P91.100
P91.102,新生儿后天性脑室囊肿,P91.100,,新生儿后天性脑室周围囊肿,P91.100
P91.201,新生儿脑白质软化,P91.200,,新生儿脑白质软化,P91.200
P91.501,新生儿昏迷,P91.500,,新生儿昏迷,P91.500
P91.601,新生儿缺氧缺血性脑病,P91.600,,新生儿缺氧缺血性脑病,P91.600
P91.811,新生儿脑病,P91.800x001,,新生儿脑病,P91.800x001
P91.901,围生期脑损伤,P91.900x001,,围生期脑损伤,P91.900x001
P92.001,新生儿呕吐,P92.000,,新生儿呕吐,P92.000
P92.101,新生儿胃食管反流,P92.100x001,,新生儿胃食管反流,P92.100x001
P92.201,新生儿进食缓慢,P92.200,,新生儿进食缓慢,P92.200
P92.301,新生儿喂养不足,P92.300,,新生儿喂养不足,P92.300
P92.401,新生儿喂养过量,P92.400,,新生儿喂养过量,P92.400
P92.501,新生儿母乳喂养困难,P92.500,,新生儿母乳喂养困难,P92.500
P92.801,新生儿喂养不当,P92.800x001,,新生儿喂养不当,P92.800x001
P92.803,新生儿喂养不耐受,P92.800x003,,新生儿喂养不耐受,P92.800x003
P94.001,新生儿一过性重症肌无力,P94.000,,短暂性新生儿重症肌无力,P94.000
P94.101,先天性肌张力增高,P94.100x001,,先天性肌张力增高,P94.100x001
P94.201,先天性肌张力减退,P94.200x001,,先天性肌张力减退,P94.200x001
P94.202,先天性肌弛缓综合征[松软儿],P94.200x002,,先天性肌弛缓综合征[松软儿],P94.200x002
P95xx01,石胎,P95.x00x001,,石胎,P95.x00x001
P96.001,先天性肾功能衰竭,P96.000,,先天性肾衰竭,P96.000
P96.002,新生儿尿毒症,P96.000x002,,新生儿尿毒症,P96.000x002
P96.101,新生儿撤药综合征,P96.100x001,,新生儿撤药综合征,P96.100x001
P96.102,新生儿药物戒断综合征,P96.100x002,,新生儿药物戒断综合征,P96.100x002
P96.301,新生儿颅骨软化,P96.301,,新生儿颅骨软化,P96.301
P96.302,新生儿宽颅缝,P96.300,,新生儿宽颅缝,P96.300
P96.811,新生儿颤抖,P96.800x101,,新生儿颤抖,P96.800x101
P96.892,新生儿死亡,P96.803,,新生儿死亡,P96.803
P96.893,新生儿休克,P96.804,,新生儿休克,P96.804
P96.901,新生儿反应低下,P96.900x001,,新生儿反应低下,P96.900x001
Q00.001,无脑畸形,Q00.000,,无脑儿,Q00.000
Q00.101,颅脊柱裂,Q00.100,,颅脊柱裂,Q00.100
Q00.211,开放性枕骨裂脑露畸形,Q00.200x101,,开放性枕骨裂脑露畸形,Q00.200x101
Q00.221,闭合性枕骨裂脑露畸形,Q00.200x201,,闭合性枕骨裂脑露畸形,Q00.200x201
Q01.001,额部脑膨出,Q01.000,,额部脑膨出,Q01.000
Q01.101,鼻根部脑膨出,Q01.100,,鼻根部脑膨出,Q01.100
Q01.201,枕部脑膨出,Q01.200,,枕部脑膨出,Q01.200
Q01.811,顶骨脑膨出,Q01.800x101,,顶骨脑膨出,Q01.800x101
Q01.821,眶部脑膨出,Q01.800x201,,眶部脑膨出,Q01.800x201
Q01.831,鼻部脑膨出,Q01.800x301,,鼻部脑膨出,Q01.800x301
Q01.841,鼻咽脑膨出,Q01.800x401,,鼻咽脑膨出,Q01.800x401
Q01.901,脑膜脑膨出,Q01.900x001,,脑膜脑膨出,Q01.900x001
Q01.902,先天性脑疝,Q01.901,,先天性脑疝,Q01.901
Q01.903,积水性脑膨出,Q01.900x003,,积水性脑膨出,Q01.900x003
Q02xx01,小头畸形,Q02.x00,,小头畸形,Q02.x00
Q03.001,中脑导水管畸形,Q03.000,,西尔维于斯导水管\[中脑导水管\]畸形,Q03.000
Q03.002,先天性中脑导水管狭窄,Q03.001,,西尔维于斯导水管狭窄,Q03.001
Q03.101,第四脑室侧孔正中孔闭锁综合征[Dandy-Walker综合征],Q03.100x001,,第四脑室侧孔正中孔闭锁综合征[Dandy-Walker综合征],Q03.100x001
Q03.901,先天性脑积水,Q03.900,,先天性脑积水,Q03.900
Q04.011,胼胝体发育不全,Q04.000,,胼胝体先天性畸形,Q04.000
Q04.101,无嗅脑畸形,Q04.100,,无嗅脑畸形,Q04.100
Q04.201,前脑无裂畸形,Q04.200,,前脑无裂畸形,Q04.200
Q04.311,先天性大脑萎缩,Q04.300x101,,先天性大脑萎缩,Q04.300x101
Q04.321,先天性下丘脑萎缩,Q04.300x201,,先天性下丘脑萎缩,Q04.300x201
Q04.331,先天性小脑萎缩,Q04.300x301,,先天性小脑萎缩,Q04.300x301
Q04.341,先天性无脑回,Q04.305,,无脑回,Q04.305
Q04.351,先天性巨脑回,Q04.302,,巨脑回,Q04.302
Q04.352,先天性双侧外侧裂综合征,Q04.300x502,,先天性双侧外侧裂综合征,Q04.300x502
Q04.353,先天性小脑回,Q04.304,,脑回小,Q04.304
Q04.361,积水性无脑畸形,Q04.300,,脑的其他短缺畸形,Q04.300
Q04.391,先天性脑发育不全,Q04.303,,脑发育不全,Q04.303
Q04.393,先天性脑萎缩,Q04.307,,先天性脑萎缩,Q04.307
Q04.394,先天性脑缺如,Q04.300,,脑的其他短缺畸形,Q04.300
Q04.395,局灶性皮层发育不良,Q04.300x905,,局灶性皮层发育不良,Q04.300x905
Q04.601,脑裂畸形,Q04.602,,脑裂畸形,Q04.602
Q04.602,先天性脑囊肿,Q04.600,,先天性大脑囊肿,Q04.600
Q04.603,脑穿通畸形,Q04.601,,脑穿通畸形,Q04.601
Q04.611,先天性第三脑室囊肿,Q04.603,,先天性第三脑室囊肿,Q04.603
Q04.622,先天性硬膜下囊肿,Q04.600x202,,先天性硬膜下囊肿,Q04.600x202
Q04.623,先天性蛛网膜囊肿,Q04.604,,先天性蛛网膜囊肿,Q04.604
Q04.802,先天性低脊髓畸形,Q04.800x002,,先天性低脊髓畸形,Q04.800x002
Q04.803,先天性胡桃脑,Q04.800x003,,先天性胡桃脑,Q04.800x003
Q04.804,脑灰质异位症,Q04.802,,先天性脑灰质异位症,Q04.802
Q04.805,先天性第五六脑室,Q04.800x005,,先天性第五六脑室,Q04.800x005
Q04.806,透明隔缺如,Q04.803,,先天性脑透明隔异常,Q04.803
Q04.807,先天性透明隔异常,Q04.803,,先天性脑透明隔异常,Q04.803
Q04.902,先天性脑发育异常,Q04.902,,先天性脑发育异常,Q04.902
Q05.001,颈段脊柱裂伴脑积水,Q05.000,,颈段脊柱裂伴有脑积水,Q05.000
Q05.002,颈段脊髓脊膜膨出伴脑积水,Q05.000,,颈段脊柱裂伴有脑积水,Q05.000
Q05.101,胸段脊柱裂伴脑积水,Q05.100,,胸段脊柱裂伴有脑积水,Q05.100
Q05.102,胸段脊髓脊膜膨出伴脑积水,Q05.100x002,,胸段脊髓脊膜膨出伴脑积水,Q05.100x002
Q05.201,腰段脊柱裂伴脑积水,Q05.200,,腰段脊柱裂伴有脑积水,Q05.200
Q05.202,腰段脊髓脊膜膨出伴脑积水,Q05.200x002,,腰段脊髓脊膜膨出伴脑积水,Q05.200x002
Q05.301,骶段脊柱裂伴脑积水,Q05.300,,骶段脊柱裂伴有脑积水,Q05.300
Q05.302,骶段脊髓脊膜膨出伴脑积水,Q05.300,,骶段脊柱裂伴有脑积水,Q05.300
Q05.401,脊髓脊膜膨出伴脑积水,Q05.400x001,,脊髓脊膜膨出伴脑积水,Q05.400x001
Q05.501,颈段脊柱裂,Q05.500,,颈段脊柱裂不伴有脑积水,Q05.500
Q05.502,颈段脊髓脊膜膨出,Q05.500,,颈段脊柱裂不伴有脑积水,Q05.500
Q05.601,胸段脊柱裂,Q05.600,,胸段脊柱裂不伴有脑积水,Q05.600
Q05.602,胸段脊髓脊膜膨出,Q05.600,,胸段脊柱裂不伴有脑积水,Q05.600
Q05.701,腰段脊柱裂,Q05.700,,腰段脊柱裂不伴有脑积水,Q05.700
Q05.702,腰骶段脊柱裂,Q05.700x002,,腰骶段脊柱裂,Q05.700x002
Q05.703,腰段脊髓脊膜膨出,Q05.700x003,,腰段脊髓脊膜膨出,Q05.700x003
Q05.704,腰骶段脊髓脊膜膨出,Q05.700x004,,腰骶段脊髓脊膜膨出,Q05.700x004
Q05.801,骶段脊柱裂,Q05.800,,骶段脊柱裂不伴有脑积水,Q05.800
Q05.803,骶段脊髓脊膜膨出,Q05.800,,骶段脊柱裂不伴有脑积水,Q05.800
Q05.901,脊柱裂,Q05.900,,脊柱裂,Q05.900
Q05.902,脊柱裂伴脊膜膨出,Q05.900x002,,脊柱裂伴脊膜膨出,Q05.900x002
Q05.904,脊髓脊膜膨出,Q05.900x004,,脊髓脊膜膨出,Q05.900x004
Q05.906,特发性脊髓疝,Q05.900x006,,特发性脊髓疝,Q05.900x006
Q05.907,脊膜膨出,Q05.900x007,,脊膜膨出,Q05.900x007
Q05.908,脑脊膜膨出,Q05.901,,脑脊膜膨出,Q05.901
Q06.001,无脊髓畸形,Q06.000,,无脊髓畸形,Q06.000
Q06.101,脊髓发育不良,Q06.100,,脊髓发育不全和发育异常,Q06.100
Q06.201,脊髓纵裂畸形,Q06.200,,脊髓纵裂,Q06.200
Q06.401,先天性脊髓积水,Q06.400,,脊髓积水,Q06.400
Q06.402,先天性椎管积水,Q06.400x002,,先天性椎管积水,Q06.400x002
Q06.801,脊髓栓系综合征,Q06.801,,先天性脊髓栓系综合征,Q06.801
Q06.802,双脊髓畸形,Q06.800x002,,双脊髓畸形,Q06.800x002
Q06.803,先天性脊髓低位,Q06.800x003,,先天性脊髓低位,Q06.800x003
Q06.804,腰骶神经根囊肿,Q06.901,,腰骶神经根囊肿,Q06.901
Q06.805,椎管内肠源性囊肿,Q06.800x005,,椎管内肠源性囊肿,Q06.800x005
Q06.901,先天性脊髓畸形,Q06.900,,脊髓先天性畸形,Q06.900
Q07.001,小脑扁桃体下疝畸形[Arnold-Chiari综合征],Q07.000,,阿-基综合征,Q07.000
Q07.812,下颌瞬目综合征[Marcus-Gunn综合征],Q07.801,,先天性颌动瞬目综合征,Q07.801
Q07.821,视神经发良不良,Q07.802,,先天性神经发育不全,Q07.802
Q07.822,先天性视神经萎缩,Q07.800x202,,先天性视神经萎缩,Q07.800x202
Q07.891,先天性臂丛神经移位,Q07.800x901,,先天性臂丛神经移位,Q07.800x901
Q07.892,先天性面瘫,Q07.800x902,,先天性面瘫,Q07.800x902
Q07.893,先天性脑神经异常支配性疾病,Q07.800x903,,先天性脑神经异常支配性疾病,Q07.800x903
Q07.894,神经胶质异位,Q07.800x904,,神经胶质异位,Q07.800x904
Q10.001,先天性上睑下垂,Q10.000,,先天性上睑下垂,Q10.000
Q10.101,先天性睑外翻,Q10.100,,先天性睑外翻,Q10.100
Q10.201,先天性睑内翻,Q10.200,,先天性睑内翻,Q10.200
Q10.301,先天性睑缺损,Q10.307,,先天性眼睑缺如,Q10.307
Q10.302,先天性内眦赘皮,Q10.303,,先天性内眦赘皮,Q10.303
Q10.304,先天性无睑畸形,Q10.304,,先天性双行睫,Q10.304
Q10.305,先天性倒睫,H02.001,,先天性倒睫,H02.001
Q10.307,先天性双行睫,Q10.304,,先天性双行睫,Q10.304
Q10.308,先天性眼眦畸形,Q10.300x008,,先天性眼眦畸形,Q10.300x008
Q10.309,先天性小睑裂综合征,Q10.306,,先天性小睑裂综合征,Q10.306
Q10.310,先天性眼睑畸形,Q10.300x010,,先天性眼睑畸形,Q10.300x010
Q10.311,先天性外眦赘皮,Q10.300x011,,先天性外眦赘皮,Q10.300x011
Q10.312,先天性重睑不对称,Q10.300x012,,先天性重睑不对称,Q10.300x012
Q10.313,先天性睫毛倾斜度异常综合征,Q10.302,,先天性睫毛倾斜度异常综合征,Q10.302
Q10.401,先天性泪点缺如,Q10.402,,先天性泪点缺失,Q10.402
Q10.403,先天性泪小管缺如,Q10.400x003,,先天性泪小管缺如,Q10.400x003
Q10.404,先天性泪器发育不全,Q10.401,,先天性泪器发育不全,Q10.401
Q10.501,先天性泪管狭窄,Q10.500,,先天性泪管狭窄,Q10.500
Q10.502,先天性鼻泪管狭窄,Q10.500,,先天性泪管狭窄,Q10.500
Q10.503,先天性鼻泪管闭锁,Q10.500x003,,先天性鼻泪管闭锁,Q10.500x003
Q10.504,先天性泪道阻塞,Q10.500,,先天性泪管狭窄,Q10.500
Q10.601,先天性泪器畸形,Q10.600x001,,先天性泪器畸形,Q10.600x001
Q10.602,先天性副泪腺,Q10.600x002,,先天性副泪腺,Q10.600x002
Q10.701,先天性眼眶畸形,Q10.700,,眼眶先天性畸形,Q10.700
Q10.702,先天性眶距增宽症,Q10.701,,先天性眶距增宽症,Q10.701
Q11.001,先天性囊状眼球,Q11.000,,囊状眼球,Q11.000
Q11.101,先天性无眼畸形,Q11.100x001,,先天性无眼畸形,Q11.100x001
Q11.201,先天性小眼球,Q11.200,,小眼畸形,Q11.200
Q11.202,先天性隐眼,Q11.202,,隐眼,Q11.202
Q11.203,真性小眼球,Q11.203,,真性小眼球,Q11.203
Q11.204,先天性眼发育不良,Q11.201,,眼发育不全,Q11.201
Q11.301,先天性巨眼,Q11.300,,巨眼畸形,Q11.300
Q12.001,先天性白内障,Q12.000,,先天性白内障,Q12.000
Q12.002,先天性绕核性白内障,Q12.001,,绕核性白内障,Q12.001
Q12.101,先天性晶状体移位,Q12.100,,先天性晶状体移位,Q12.100
Q12.201,先天性晶状体缺损,Q12.200,,晶状体缺损,Q12.200
Q12.301,先天性无晶状体,Q12.300,,先天性无晶状体,Q12.300
Q12.401,球形晶状体,Q12.400,,球形晶状体,Q12.400
Q12.801,先天性晶状体后纤维增生,Q12.800x001,,先天性晶状体后纤维增生,Q12.800x001
Q12.802,圆锥形晶状体,Q12.801,,先天性圆锥形晶状体,Q12.801
Q12.901,先天性晶状体畸形,Q12.900,,先天性晶状体畸形,Q12.900
Q13.001,先天性虹膜缺损,Q13.000,,虹膜缺损,Q13.000
Q13.101,先天性无虹膜,Q13.100,,虹膜缺如,Q13.100
Q13.102,先天性无虹膜青光眼,Q13.101?,H42.8*,无虹膜青光眼,Q13.101+H42.8*
Q13.201,先天性瞳孔闭锁,Q13.201,,先天性瞳孔闭锁,Q13.201
Q13.202,先天性瞳孔异位,Q13.203,,先天性瞳孔异位,Q13.203
Q13.203,先天性瞳孔大小不等,Q13.202,,先天性瞳孔大小不等,Q13.202
Q13.301,先天性角膜混浊,Q13.300,,先天性角膜混浊,Q13.300
Q13.303,先天性角膜白斑,Q13.301,,先天性角膜白斑,Q13.301
Q13.401,先天性扁平角膜,Q13.400x001,,先天性扁平角膜,Q13.400x001
Q13.403,彼得异常[Peter异常],Q13.405,,彼得异常,Q13.405
Q13.404,先天性角膜异常,Q13.400x004,,先天性角膜异常,Q13.400x004
Q13.405,先天性球形角膜,Q15.803,,先天性球形角膜,Q15.803
Q13.406,先天性角膜巩膜化,Q13.400x006,,先天性角膜巩膜化,Q13.400x006
Q13.407,先天性角膜畸形,Q13.401,,先天性角膜畸形,Q13.401
Q13.501,蓝色巩膜,Q13.500,,蓝色巩膜,Q13.500
Q13.502,巩膜色素斑,Q13.500x002,,巩膜色素斑,Q13.500x002
Q13.801,先天性瞳孔膜残留,Q13.800x001,,先天性瞳孔膜残留,Q13.800x001
Q13.802,里格尔异常[Rieger异常],Q13.801,,里格尔异常,Q13.801
Q14.001,先天性玻璃体畸形,Q14.000,,玻璃体先天性畸形,Q14.000
Q14.002,先天性玻璃体混浊,Q14.002,,先天性玻璃体混浊,Q14.002
Q14.003,永存原始玻璃体增生症,Q14.003,,永存原发性玻璃体增生症,Q14.003
Q14.005,先天性视网膜皱襞,Q14.000,,玻璃体先天性畸形,Q14.000
Q14.006,眼永存胚胎血管膜,Q14.000x006,,眼永存胚胎血管膜,Q14.000x006
Q14.101,先天性视网膜畸形,Q14.100x001,,先天性视网膜畸形,Q14.100x001
Q14.102,先天性视网膜动脉瘤,Q14.103,,先天性视网膜动脉瘤,Q14.103
Q14.103,晶状体血管膜,Q14.100x003,,晶状体血管膜,Q14.100x003
