北京临床版6.0手术编码,北京临床版6.0手术名称,2.0手术编码
82.35001,手部筋膜部分切除术,82.3500x001
82.35002,手部筋膜切除术,82.3500x002
82.35003,掌挛缩松解术,82.3501
82.36001,手部肌肉切除术,82.3600x001
82.36002,手清创术,82.3601
82.41001,手腱鞘缝合术,82.4100
82.42001,手屈肌腱延迟性缝合术,82.4200
82.43001,手部肌腱延迟性缝合术,82.4300x001
82.44001,屈腕肌腱缝合术,82.4400x001
82.44002,屈指肌腱缝合术,82.4400x002
82.45001,伸拇长肌腱缝合术,82.4500x001
82.45009,伸指总肌腱缝合术,82.4500x009
82.45010,伸指肌腱侧束缝合术,82.4500x010
82.45011,伸指肌腱中央束缝合术,82.4500x011
82.45012,伸腕肌腱缝合术,82.4500x012
82.45013,伸指肌腱缝合术,82.4500x013
82.46003,手筋膜缝合术,82.4601
82.46001,手部肌肉缝合术,82.4602
82.51001,手部肌腱前徙术,82.5100
82.52001,手部肌腱后徙术,82.5200
82.53001,手部肌腱再接术,82.5300
82.86009,手部肌腱止点重建术,82.5301
82.54001,手部肌肉再接术,82.5400
82.55001,手部肌腱延长术,82.5501
82.56002,手部自体肌腱移植术,82.5600x002
82.56003,手部异体肌腱移植术,82.5600x003
82.56004,手部带腱帽异体肌腱移植术,82.5600x004
82.56005,手部带鞘管异体肌腱移植术,82.5600x005
82.56001,手部肌腱移植术,82.5601
82.57001,手部肌腱移位术,82.5700x001
82.58001,手部肌肉移植术,82.5801
82.59001,手部肌肉移位术,82.5900x001
82.61002,拇指整复术,82.6100x002
82.69002,拇指重建术,82.6900x002
82.69003,指残端拇化术,82.6901
82.71001,拇外展功能重建术,82.7100x001
82.71002,指浅屈肌替代法屈肌腱滑车重建术,82.7100x002
82.71003,游离腱片法屈肌腱滑车重建术,82.7100x003
82.71004,腱环法屈肌腱滑车重建术,82.7100x004
82.72001,手肌肉移植的整形术,82.7201
82.72002,手筋膜移植的整形术,82.7202
82.79001,手肌腱移植的整形术,82.7900x001
82.81001,手指转移术,82.8100x001
82.82001,裂指畸形修补术,82.8201
82.83001,巨指畸形修补术,82.8300
82.84001,槌状指修补术,82.8400
82.85001,手部肌腱固定术,82.8500x001
82.85002,屈指浅肌腱近指间关节固定术,82.8500x002
82.86001,手部肌腱成形术,82.8600x001
82.86006,手指肌腱成形术,82.8600x006
82.86010,指深-浅屈肌腱交叉延长术,82.8600x010
82.86011,伸指肌腱中央束重建术[Matev法],82.8600x011
82.86012,伸指肌腱中央束重建术[Carroll法],82.8600x012
82.86013,伸指肌腱中央束重建术[Fowler法],82.8600x013
82.89001,手筋膜疝修补术,82.8901
82.91004,手指肌腱松解术,82.9100x004
82.91002,手筋膜松解术,82.9101
82.91003,手肌肉粘连松解术,82.9102
82.92001,手粘液囊抽吸术,82.9200
82.93001,手软组织抽吸术,82.9300x001
82.94001,手粘液囊治疗性物质注射,82.9400
82.95001,手肌腱治疗性物质注射,82.9500
82.95002,手部腱鞘封闭术,82.9501
82.96001,手软组织局部作用治疗性物质注射,82.9600x001
83.01001,肌腱探查术,83.0100x001
83.01002,腱鞘切开术,83.0101
83.02002,肌切开术,83.0200
83.02005,前臂减张术,83.0200x005
83.02006,小腿减张术,83.0200x006
83.02003,肌肉切开异物取出术,83.0203
83.02004,肌肉切开引流术,83.0204
83.03001,粘液囊切开术,83.0300
83.09003,筋膜间隙切开减压术,83.0900x003
83.09001,筋膜切开术,83.0901
83.09009,软组织探查术,83.0902
83.09008,软组织切开异物取出术,83.0903
83.11001,跟腱切断术,83.1100
83.12001,髋部内收肌腱切断术,83.1200
83.13001,腓肠肌腱膜松解术,83.1300x001
83.13004,前臂肌腱松解术,83.1300x004
83.13006,下肢肌腱松解术,83.1300x006
83.13003,髂腰肌腱切断术,83.1302
83.14006,跖筋膜切断术,83.1400x006
83.14004,臀筋膜切断术,83.1403
83.14002,髂胫束切断术,83.1405
83.19001,股内收肌切断术,83.1900x001
83.19003,腘绳肌切断术,83.1900x003
83.19005,环咽肌切断术,83.1900x005
83.19008,肩胛提肌切断术,83.1900x008
83.19009,单侧内收肌、髂腰肌切断术,83.1900x009
83.19010,内收肌切断术,83.1900x010
83.19012,髂腰肌切断术,83.1900x012
83.19013,前斜角肌切断术,83.1900x013
83.19017,臀肌切断术,83.1900x017
83.19018,斜颈腱性条索切断术,83.1900x018
83.19019,胸腔镜下胸锁乳突肌切断术,83.1900x019
83.19020,胸锁乳突肌部分切断术,83.1900x020
83.19007,肌肉松解术,83.1901
83.19006,肌肉切断术,83.1902
83.19021,胸锁乳突肌切断术,83.1903
83.21001,软组织活组织检查,83.2100
83.29001,肌腱、血管、神经探查术,83.2900x001
83.29002,手肌腱、血管、神经探查术,83.2900x002
83.29003,足血管、神经、肌腱探查术,83.2900x003
83.31004,腱鞘病损切除术,83.3100
83.31001,跟腱病损切除术,83.3100x001
83.32002,肌肉病损切除术,83.3200
83.32001,背部肌肉病损切除术,83.3200x001
83.32007,躯干肌肉病损切除术,83.3200x007
83.32009,上肢肌肉病损切除术,83.3200x009
83.32012,下肢肌肉病损切除术,83.3200x012
83.39016,滑囊病损切除术,83.3900x016
83.31002,肌腱病损切除术,83.3901
83.39001,腘窝贝克囊肿切除术,83.3902
83.39004,筋膜病损切除术,83.3903
83.41001,肌腱切除术用于移植,83.4100
83.42002,腱膜切除术,83.4200x002
83.42001,肌腱切除术,83.4201
83.42003,腱鞘切除术,83.4202
83.43001,肌肉切除用于移植,83.4301
83.43002,筋膜切除术用于移植,83.4302
83.44001,筋膜切除术,83.4400x001
83.44002,阔筋膜部分切除术,83.4400x002
83.44003,足筋膜切除术,83.4400x003
83.45001,肌肉切除术,83.4500x001
83.45003,肩胛舌骨肌部分切除术,83.4500x003
83.45004,颈伸肌部分切除术,83.4500x004
83.45005,前斜角肌切除术,83.4500x005
83.45006,咬肌部分切除术,83.4500x006
83.45007,中斜角肌部分切除术,83.4500x007
83.45002,肌肉清创术,83.4501
83.5001,粘液囊切除术,83.5x00
83.61002,腱鞘缝合术,83.6100
83.62001,肌腱延迟缝合术,83.6201
83.63001,回旋肌环带修补术,83.6300
83.64007,前臂肌腱缝合术,83.6400x007
83.64008,上肢肌腱缝合术,83.6400x008
83.64009,腕部肌腱缝合术,83.6400x009
83.64011,下肢肌腱缝合术,83.6400x011
83.64013,趾肌腱缝合术,83.6400x013
83.64015,足拇长伸肌腱缝合术,83.6400x015
83.64003,跟腱缝合术,83.6402
83.65018,颈前肌缝合术,83.6500
83.65001,腹直肌缝合术,83.6500x001
83.65002,肱二头肌缝合术,83.6500x002
83.65003,肱三头肌缝合术,83.6500x003
83.65005,股二头肌缝合术,83.6500x005
83.65006,股四头肌缝合术,83.6500x006
83.65011,胫前肌缝合术,83.6500x011
83.65012,前臂肌缝合术,83.6500x012
83.65013,三角肌缝合术,83.6500x013
83.65014,提肛肌缝合术,83.6500x014
83.65015,臀部肌缝合术,83.6500x015
83.65016,下肢肌肉缝合术,83.6500x016
83.65017,胸锁乳突肌缝合术,83.6500x017
83.65010,筋膜缝合术,83.6502
83.71001,肌腱徙前术,83.7100
83.72001,肌腱后徙术,83.7200
83.73002,肌腱再接术,83.7300x002
83.74001,肌肉再接术,83.7400x001
83.75003,前臂肌腱移位术,83.7500x003
83.75001,肌腱转移术,83.7501
83.76002,胫前肌腱移位术,83.7600x002
83.76003,髂胫束移位术,83.7600x003
83.76005,足趾肌腱移位术,83.7600x005
83.77001,下肢肌肉移植术,83.7700x001
83.77003,胫后肌移植术,83.7700x003
83.79001,肌肉移位术,83.7900x001
83.79002,胫后肌前移术,83.7900x002
83.79003,胫前肌外移术,83.7900x003
83.79004,斜方肌代三角肌术,83.7900x004
83.81001,肌腱移植术,83.8100
83.81002,异体肌腱移植术,83.8101
83.82001,背阔肌移植术,83.8200x001
83.82005,颞筋膜移植术,83.8200x005
83.82002,肌肉移植术,83.8201
83.82003,筋膜移植术,83.8202
83.83001,肌腱滑轮重建术,83.8300
83.84002,畸形足松解术,83.8400
83.85001,腓骨长短肌腱延长术,83.8500x001
83.85002,跟腱缩短术,83.8500x002
83.85003,跟腱延长术,83.8500x003
83.85004,肱二头肌腱延长术,83.8500x004
83.85005,腘肌延长术,83.8500x005
83.85008,伸趾肌腱延长术,83.8500x008
83.85009,足屈趾屈拇肌腱延长术,83.8500x009
83.85010,足趾伸肌腱延长,83.8500x010
83.85006,肌腱紧缩术,83.8501
83.85007,肌腱延长术,83.8502
83.86001,股四头肌成形术,83.8600
83.87001,肌肉成形术,83.8700x001
83.87003,肩关节肌肉成形术,83.8700x003
83.87005,三角肌重建术,83.8700x005
83.87007,下肢肌肉成形术,83.8700x007
83.87009,胸大肌成形术,83.8700x009
83.88001,跟腱修补术,83.8800x001
83.88010,距腓韧带缝合修补术,83.8800x010
83.88012,足肌腱成形术,83.8800x012
83.88005,肌腱固定术,83.8801
83.88003,肌腱成形术,83.8802
83.89002,筋膜断蒂术,83.8900x002
83.89001,筋膜成形术,83.8901
83.91001,关节镜下臀肌挛缩松解术,83.9100x001
83.91004,前臂束带松解术,83.9100x004
83.91005,上肢肌腱粘连松解术,83.9100x005
83.91007,臀肌粘连松解术,83.9100x007
83.91008,下肢肌腱粘连松解术,83.9100x008
83.91006,臀肌筋膜挛缩松解术,83.9103
83.92001,骨髂肌刺激器置入术,83.9201
83.92002,骨髂肌刺激器置换术,83.9202
83.93001,骨骼肌刺激器去除术,83.9300
83.94001,粘液囊抽吸,83.9400
83.96001,粘液囊治疗性物质注射,83.9600
83.97001,腱治疗性药物注射,83.9700
83.98001,软组织治疗性药物局部注射,83.9800x001
83.99003,肌腱打孔术,83.9900x003
83.99002,粘液囊缝合术,83.9901
84.01001,多指截指术,84.0100x001
84.01002,手指关节离断术,84.0100x002
84.01004,手指截断术,84.0100x004
84.01006,指关节离断术,84.0101
84.01005,掌指关节离断术,84.0103
84.02002,拇指截断术,84.0201
84.02001,拇指关节离断术,84.0202
84.03001,手截断术,84.0301
84.04001,腕关节离断术,84.0400
84.05001,前臂截断术,84.0500
84.06001,肘关节离断术,84.0600
84.07001,上臂截断术,84.0701
84.08001,肩关节离断术,84.0800
84.09001,肩胛带离断术,84.0900x001
84.11002,趾截断术,84.1100
84.11001,趾关节离断术,84.1101
84.12001,足截断术,84.1200
84.13001,踝关节离断术,84.1300
84.14001,经胫骨和腓骨踝部的踝截断术,84.1400
84.15002,经胫骨和腓骨的小腿截断术,84.1500x002
84.16001,膝关节离断术,84.1600
84.17001,大腿截断术,84.1701
84.18001,髋关节离断术,84.1800
84.19001,半侧骨盆切除术,84.1901
84.21001,拇指再植术,84.2100
84.22001,手指再植术,84.2200
84.23003,前臂再植术,84.2301
84.23004,手再植术,84.2302
84.23005,腕再植术,84.2303
84.23006,掌再植术,84.2304
84.24001,上臂再植术,84.2401
84.25001,趾再植术,84.2501
84.26001,足再植术,84.2601
84.27001,小腿再植术,84.2701
84.28001,大腿再植术,84.2801
84.3001,截断残端的修正术,84.3x00
84.41001,上臂和肩假肢安装,84.4100
84.42001,前臂假肢安装,84.4201
84.43001,臂假肢安装,84.4300
84.44001,臂假肢装置置入术,84.4400
84.45001,膝关节上假肢安装,84.4500
84.46001,膝关节下假肢安装,84.4600
84.47001,小腿假肢安装,84.4700
84.48001,小腿假肢装置置入术,84.4800
84.51002,碳纤维脊椎融合物置入术,84.5100x002
84.51003,陶瓷脊椎融合物置入术,84.5100x003
84.51004,金属脊椎融合物置入术,84.5100x004
84.51005,塑胶脊椎融合物置入术,84.5100x005
84.51006,钛合金脊椎融合物置入术,84.5100x006
84.52001,重组骨形态形成蛋白置入术,84.5200
84.53001,肢体内部延长装置置入伴动力分离术,84.5300
84.54001,肢体内部延长装置置入术,84.5400x001
84.55001,骨空隙填补物置入术,84.5500
84.55003,丙烯酸水泥骨空隙填充,84.5500x003
84.55004,钙质骨空隙填充,84.5500x004
84.55005,聚甲基丙烯酸甲酯骨空隙填充,84.5500x005
84.56001,水泥间隔物置入术,84.5600x001
84.57001,水泥间隔物取出术,84.5700x001
84.58001,椎体间减压装置置入术,84.5900x002
84.61001,颈椎部分间盘假体置入术,84.6100
84.62001,颈椎全部间盘假体置入术,84.6200
84.63002,胸椎全部间盘假体置入术,84.6300x002
84.63003,胸椎部分间盘假体置入术,84.6300x003
84.64001,腰椎部分间盘假体置入术,84.6400x001
84.64003,腰椎棘突间腰椎稳定器置入术,84.6400x003
84.65001,腰椎全部间盘假体置入术,84.6500
84.66001,颈人工椎间盘翻修术,84.6600x001
84.66002,颈人工椎间盘假体置换术,84.6601
84.67002,胸人工椎间盘翻修术,84.6700x002
84.67001,胸人工椎间盘假体置换术,84.6701
84.68001,腰人工椎间盘翻修术,84.6800x001
84.68002,腰人工椎间盘假体置换术,84.6801
84.71001,应用单平面外固定架,84.7100x001
84.72001,应用环形外固定架系统,84.7200x001
84.73001,应用组合外固定架系统,84.7300x001
84.92001,等份联体双胎分离术,84.9200
84.93001,联体双胎不等份分离术,84.9300
85.0002,乳房切开引流术,85.0x00x002
85.11001,乳房穿刺活组织检查,85.1100x001
85.12001,直视下乳房活组织检查,85.1200x001
85.19002,乳管镜检查,85.1900x002
85.21003,乳房病损切除术,85.2100x003
85.21004,乳房病损微创旋切术,85.2100x004
85.21019,乳腺腺叶切除术,85.2100x019
85.21020,腔镜下乳房病损切除术,85.2100x020
85.22001,乳房象限切除术,85.2200
85.23002,乳房次全切除术,85.2300
85.23001,乳房部分切除术,85.2301
85.24004,腔镜下双侧副乳切除术,85.2400x004
85.24005,腔镜下单侧副乳切除术,85.2400x005
85.24001,副乳切除术,85.2401
85.24002,副乳头切除术,85.2402
85.25001,乳头切除术,85.2500
85.31001,单侧乳房缩小成形术,85.3100
85.32003,双侧乳房缩小成形术,85.3200
85.33001,单侧皮下乳房切除伴假体置入术,85.3300x001
85.34002,单侧皮下乳房切除术,85.3400x002
85.35001,双侧皮下乳房切除伴假体置入术,85.3500x001
85.36001,双侧皮下乳房切除术,85.3600x001
85.41001,单侧乳房切除术,85.4100x001
85.42001,双侧乳房切除术,85.4200x001
85.42003,腔镜下双侧乳房切除术,85.4200x003
85.43001,单侧乳房改良根治术,85.4301
85.43003,单侧乳房切除伴区域淋巴结切除术,85.4303
85.44002,双侧乳房改良根治术,85.4401
85.45003,腔镜下单侧乳房根治性切除伴腋窝淋巴结切除术,85.4500x001
85.46001,双侧乳房根治性切除术,85.4600
85.47001,单侧乳房扩大根治性切除术,85.4700
85.48001,双侧乳房扩大根治性切除术,85.4800
85.51001,单侧乳房注射隆胸术,85.5100x001
85.52001,双侧乳房注射隆胸术,85.5200x001
85.53001,单侧乳房假体置入术,85.5300x001
85.54001,双侧乳房假体置入术,85.5400x001
85.55001,乳房脂肪移植术（自体脂肪移植或转移）,85.5500
85.70001,乳房重建术,85.7000x001
85.71001,乳房重建术应用背阔肌肌皮瓣,85.7100x001
85.72001,乳房重建术应用带蒂横向腹直肌(TRAM)肌皮瓣,85.7200x001
85.73001,乳房重建术应用游离横向腹直肌(TRAM)肌皮瓣,85.7300x001
85.74001,乳房重建术应用游离腹壁下动脉穿支(DIEP)皮瓣,85.7400x001
85.75001,乳房重建术应用游离腹壁下浅动脉(SIEA)皮瓣,85.7500x001
85.76001,乳房重建术应用游离臀动脉穿支(GAP)皮瓣,85.7600x001
85.79001,乳房重建术应用游离胸大肌,85.7900x001
85.81001,乳房裂伤缝合术,85.8100
85.82002,乳房中厚皮片移植术,85.8200
85.83001,乳房全厚皮片移植术,85.8300
85.84001,乳房带蒂皮瓣移植术,85.8400
85.85001,乳房肌瓣移植术,85.8500
85.86001,乳头移位术,85.8600
85.87003,乳头缩小术,85.8700x003
85.87001,乳头成形术,85.8701
85.89005,乳晕再造术,85.8900x005
85.89006,乳房下垂矫正术,85.8900x006
85.89004,乳晕缩小术,85.8901
85.91001,乳房抽吸术,85.9100
85.92001,乳房抗生素注射,85.9200x001
85.93001,乳房植入物修整术,85.9300
85.94001,乳房植入物取出术,85.9400
85.95001,乳房移植组织扩张器置入术,85.9500
85.96001,乳房移植组织扩张器取出术,85.9600
86.01002,皮肤和皮下组织脓肿抽吸术,86.0100x002
86.01003,皮肤和皮下组织血肿抽吸术,86.0100x003
86.01004,甲下脓肿抽吸术,86.0100x004
86.02003,皮肤着色,86.0200x003
86.02004,皮下脂肪注射填充术,86.0200x004
86.03001,藏毛囊肿切开术,86.0302
86.04011,皮肤和皮下组织切开引流术,86.0400x011
93.57001,负压引流,86.0401
86.05007,引流管取出术,86.0500x007
86.05005,皮下神经刺激器去除术,86.0501
86.05004,皮肤和皮下组织异物切开取出术,86.0502
86.05011,皮下组织扩张器取出术,86.0503
86.06005,静脉输注泵置入,86.0601
86.06004,化疗泵置入,86.0603
86.09002,皮肤和皮下组织切开探查术,86.0900x002
86.09006,化疗泵管位置调整,86.0900x006
86.11001,皮肤和皮下组织活组织检查,86.1100
86.21002,藏毛囊肿切除术,86.2101
86.22011,皮肤和皮下坏死组织切除清创术,86.2200x011
86.23001,甲床去除术,86.2300x001
86.23002,甲根部分去除术,86.2300x002
86.23003,甲褶去除术,86.2300x003
86.23005,拔甲术,86.2300x005
86.24001,皮肤病损显微外科手术[Mohs手术],86.2400x001
86.25001,皮肤旋磨术,86.2500
86.26003,皮肤附件结扎术,86.2600
86.27001,甲床清创术,86.2701
86.28012,皮肤及皮下组织清创术,86.2800x012
86.3047,皮肤病损切除术,86.3x02
86.3072,皮下组织病损切除术,86.3x03
86.3165,皮肤病损烧灼治疗,86.3x10
86.3138,腋下汗腺切除术,86.3x10x038
86.3167,腔镜下皮下组织病损切除术,86.3x10x067
86.3166,皮肤病损电灼治疗,86.3x11
86.3046,皮肤病损激光治疗,86.3x12
86.4004,皮肤病损根治性切除术,86.4x00
86.51001,头皮再植术,86.5100
86.59006,皮肤缝合术,86.5900x006
86.61001,手全厚皮片游离移植术,86.6101
86.62002,指皮肤游离移植术,86.6200x002
86.62001,手中厚皮片游离移植术,86.6201
86.63001,腹部全厚皮片移植术,86.6300x001
86.64002,毛发种植术,86.6400x002
86.64003,毛囊种植术,86.6400x003
86.65001,异种皮肤移植术,86.6500
86.65002,猪皮肤移植术,86.6501
86.66001,同种皮肤移植术,86.6600
86.67002,人工皮片移植术,86.6702
86.69010,全厚皮片移植术,86.6900x010
86.69021,中厚皮片移植术,86.6902
86.71009,皮瓣预制术,86.7100x009
86.71001,带蒂皮瓣断蒂术,86.7101
86.71008,皮管成形术,86.7102
86.71003,带蒂皮瓣延迟术,86.7103
86.72001,带蒂皮瓣徙前术,86.7200
86.73003,手带蒂皮瓣移植术,86.7300x003
86.74026,带蒂皮瓣移植术,86.7400x026
86.74031,筋膜皮瓣移植术,86.7400x031
86.74032,皮下带蒂皮瓣移植术,86.7400x032
86.74027,前徙皮瓣移植术,86.7401
86.74012,滑动皮瓣移植术,86.7402
86.74028,双带蒂皮瓣移植术,86.7403
86.74029,旋转皮瓣移植术,86.7404
86.74030,管状皮瓣移植术,86.7405
86.75001,带蒂皮瓣修整术,86.7500x001
86.75010,带蒂皮瓣去脂术,86.7500x010
86.75009,皮瓣清创术,86.7501
86.75005,皮瓣修整术,86.7503
86.81002,面肌悬吊术,86.8100x002
86.82001,面部皱纹切除术,86.8200
86.82006,颊部皱纹切除术,86.8200x006
86.82003,面部皮肤提升术,86.8201
86.83031,脂肪垫切除术,86.8300x031
86.83032,脂肪切除术,86.8300x032
86.83024,吸脂术,86.8301
86.84001,瘢痕松解术,86.8401
86.84035,皮肤蹼状松解术,86.8402
86.85002,并指矫正术,86.8501
86.85004,并趾矫正术,86.8502
86.86001,甲成形术,86.8600x001
86.89002,面部皮肤部分切除整形术,86.8900x002
86.89010,脐整形术,86.8900x010
86.89011,残端皮肤修整术,86.8900x011
86.89014,颈部皮肤部分切除整形术,86.8900x014
86.91001,供体皮肤切除术,86.9100x001
86.92002,皮肤电解除毛术,86.9200x002
86.92001,除毛术,86.9201
86.93002,皮肤扩张器置入术,86.9301
86.93005,皮肤扩张器调整术,86.9302
86.94001,单列神经刺激脉冲发生器置入术,86.9401
86.94002,单列神经刺激脉冲发生器置换术,86.9402
86.95001,双列神经刺激脉冲发生器置入术,86.9500x001
86.95002,双列神经刺激脉冲发生器置换术,86.9500x002
86.97001,可充电单列神经刺激脉冲发生器置入术,86.9701
86.97002,可充电单列神经刺激脉冲发生器置换术,86.9702
86.98001,可充电双列神经刺激脉冲发生器置入术,86.9800x001
86.98002,可充电双列神经刺激脉冲发生器置换术,86.9800x002
87.01001,脑室充气造影,87.0201
87.03001,头部CT检查,87.0300x001
87.04001,头颈部血管CT显像,87.0400x001
87.05001,泪囊造影,87.0501
87.06001,鼻咽造影,87.0600x001
87.07001,喉造影,87.0700x001
87.09001,腮腺造影,87.0900x001
87.11001,全口牙X线检查,87.1100
87.12001,牙X线检查,87.1200x001
87.12002,根管X线检查,87.1201
87.13001,颞下颌关节造影,87.1300x001
87.14001,眼眶造影,87.1400x001
87.15001,鼻窦造影,87.1500x001
87.16006,颧骨X线检查,87.1600x006
87.16001,下颌骨X线检查,87.1601
87.16002,上颌骨X线检查,87.1602
87.16003,鼻窦X线检查,87.1603
87.16004,鼻X线检查,87.1604
87.16005,眼眶X线检查,87.1605
87.17001,颅骨X线检查,87.1700x001
87.21002,椎管造影,87.2100x002
87.22001,颈椎X线检查,87.2200x001
87.22002,颈椎间盘造影,87.2200x002
87.23001,胸椎X线检查,87.2300x001
87.23002,胸椎间盘造影,87.2300x002
87.24001,腰椎间盘造影,87.2400x001
87.24004,骶尾X线检查,87.2400x004
87.24002,腰椎X线检查,87.2401
87.24003,腰骶椎X线检查,87.2402
87.29001,脊柱X线检查,87.2900x001
87.31001,支气管造影,87.3100x001
87.32001,经环状软骨支气管造影,87.3201
87.33001,纵隔充气造影,87.3300
87.35001,乳腺导管造影,87.3501
87.36001,乳腺钼靶像,87.3600x001
87.38001,胸壁瘘管造影,87.3801
87.41001,胸部CT检查,87.4101
87.42001,冠状动脉CT血管显像,87.4103
87.42002,心脏CT检查,87.4104
87.43001,肋骨X线检查,87.4301
87.43002,胸骨X线检查,87.4302
87.43003,锁骨X线检查,87.4303
87.44002,胸部X线检查,87.4401
87.51001,经皮肝胆管造影,87.5101
87.52001,静脉胆管造影,87.5200
87.53001,术中胆管造影,87.5300
87.54003,胰胆管造影,87.5400x003
87.54001,胆管造影,87.5401
87.54002,胆总管造影,87.5402
87.59002,术中胆囊造影,87.5900x002
87.59001,胆囊造影,87.5901
87.62001,上消化道造影,87.6200x001
87.63001,小肠造影,87.6300
87.64001,下消化道造影,87.6400x001
87.66001,胰腺造影,87.6600x001
87.69001,全消化道造影,87.6900x001
87.71001,肾CT检查,87.7101
87.72001,肾血管CT显像,87.7102
87.73001,静脉肾盂造影,87.7300
87.73002,静脉输尿管-肾盂造影,87.7301
87.74001,逆行肾盂造影,87.7400
87.74002,逆行输尿管造影,87.7401
87.74003,逆行输尿管-肾盂造影,87.7402
87.75001,经皮肾盂造影,87.7500
87.76001,逆行膀胱尿道造影,87.7600
87.77001,膀胱造影,87.7700x001
87.78001,回肠代膀胱造影,87.7800
87.79001,尿路平片[KUB],87.7901
87.82001,子宫-输卵管充气造影,87.8201
87.83001,子宫-输卵管造影,87.8300x001
87.83002,输卵管碘油造影,87.8300x002
87.84001,经皮子宫造影,87.8400
87.85003,子宫造影,87.8501
87.91001,对比剂精囊造影,87.9100
87.92002,前列腺造影,87.9201
87.94001,输精管造影,87.9400x001
88.01001,腹部CT检查,88.0100x001
88.38013,盆腔CT检查,88.0103
88.03001,腹壁窦道造影,88.0300
88.04001,腹部淋巴管造影,88.0400
88.11001,盆腔造影,88.1101
88.12001,盆腔充气造影,88.1201
88.14001,腹膜后瘘管造影,88.1400
88.15001,腹膜后充气造影,88.1500
88.19001,腹部平片,88.1901
88.21002,肩关节X线检查,88.2101
88.21001,上臂X线检查,88.2102
88.22001,肘关节X线检查,88.2201
88.22002,前臂X线检查,88.2202
88.23001,腕关节X线检查,88.2301
88.23002,手X线检查,88.2302
88.26001,髋关节X线检查,88.2601
88.26002,骨盆X线检查,88.2602
88.27002,股骨X线检查,88.2701
88.27001,膝关节X线检查,88.2702
88.27004,胫腓骨X线检查,88.2703
88.28001,踝关节X线检查,88.2801
88.28002,足X线检查,88.2802
88.34001,上肢淋巴管造影,88.3400
88.36001,下肢淋巴管造影,88.3600
88.38002,颈椎CT检查,88.3800x002
88.38003,胸椎CT检查,88.3800x003
88.38004,腰椎CT检查,88.3800x004
88.38005,肘关节CT检查,88.3800x005
88.38006,踝关节CT检查,88.3800x006
88.38007,髋关节CT检查,88.3800x007
88.38008,膝关节CT检查,88.3800x008
88.38014,甲状腺CT检查,88.3800x014
88.38015,生殖系CT检查,88.3800x015
88.38016,泌尿系CT检查,88.3800x016
88.38017,肱骨CT检查,88.3800x017
88.38018,尺骨CT检查,88.3800x018
88.38019,桡骨CT检查,88.3800x019
88.38020,腕骨CT检查,88.3800x020
88.38021,掌骨CT检查,88.3800x021
88.38022,指骨CT检查,88.3800x022
88.38023,股骨CT检查,88.3800x023
88.38024,胫骨CT检查,88.3800x024
88.38025,腓骨CT检查,88.3800x025
88.38026,跗骨CT检查,88.3800x026
88.38027,跖骨CT检查,88.3800x027
88.38028,趾骨CT检查,88.3800x028
88.38029,骨盆CT检查,88.3800x029
88.38030,肩关节CT检查,88.3800x030
88.38031,腕关节CT检查,88.3800x031
88.38032,指关节CT检查,88.3800x032
88.38033,趾关节CT检查,88.3800x033
88.38034,骶髂关节CT检查,88.3800x034
88.38035,跟骨CT检查,88.3800x035
88.38036,距骨CT检查,88.3800x036
88.38037,上颌骨CT检查,88.3800x037
88.38038,咽喉部CT检查,88.3800x038
88.38039,锁骨下血管CT显像,88.3800x039
88.38040,脊髓血管CT显像,88.3800x040
88.38041,上肢血管CT显像,88.3800x041
88.38042,下肢血管CT显像,88.3800x042
88.38010,鼻窦CT检查,88.3804
88.38012,眼部CT检查,88.3805
88.41005,脑动脉造影,88.4100
88.41001,基底动脉造影,88.4100x001
88.41003,颈动脉造影,88.4103
88.41002,椎动脉造影,88.4104
88.42003,主动脉弓造影,88.4201
88.42002,胸主动脉造影,88.4202
88.42004,升主动脉造影,88.4203
88.42001,腹主动脉造影,88.4204
88.42005,降主动脉造影,88.4205
88.43001,肺动脉造影,88.4300
88.43002,体-肺侧支造影(MAPCAS),88.4300x002
88.44001,乳内动脉造影,88.4400x001
88.49003,锁骨下动脉造影,88.4401
88.44003,支气管动脉造影,88.4403
88.45001,肾动脉造影,88.4500
88.46001,胎盘动脉造影,88.4600
88.47004,肝动脉造影,88.4701
88.47001,肠系膜上动脉造影,88.4705
88.47003,腹腔动脉造影,88.4707
88.49002,上肢动脉造影,88.4800x005
88.48001,股动脉造影,88.4801
88.48005,下肢动脉造影,88.4901
88.49004,子宫动脉造影,88.4903
88.48002,髂动脉造影,88.4904
88.51001,上腔静脉造影,88.5101
88.51002,下腔静脉造影,88.5102
88.52001,右心房造影,88.5201
88.52002,右心室造影,88.5202
88.53001,左心房造影,88.5301
88.53002,左心室造影,88.5302
88.54001,左右心联合造影,88.5400x001
88.55001,单根导管冠状动脉造影,88.5500
88.56001,两根导管冠状动脉造影,88.5600
88.57002,多根导管冠状动脉造影,88.5701
88.61001,颈静脉造影,88.6102
88.61003,锁骨下静脉造影,88.6103
88.62001,肺静脉造影,88.6200x001
88.64001,肝门静脉造影,88.6400x001
88.64002,门静脉造影,88.6400x002
88.64003,脾门静脉造影,88.6400x003
88.65002,腹内静脉造影,88.6500x002
88.67001,髂外静脉造影,88.6500x005
88.65001,肠系膜静脉造影,88.6501
88.66002,下肢静脉造影,88.6600x002
88.67002,上肢静脉造影,88.6702
88.71001,颈部超声检查,88.7100x001
