医保2.0手术代码,医保2.0手术名称
96.7200,等于或大于96小时连续的持续性侵入性机械性通气
97.0100,(鼻-)胃或食管造口术导管置换
97.0300,小肠导管或肠造口术装置置换
97.0400,大肠导管或肠造口术装置置换
97.0500,胆管或胰管内支架(管)的置换
97.1300,置换其他石膏管型
97.1400,置换肌肉骨骼固定的其他装置
97.1600,置换伤口填塞或引流物
97.2400,阴道隔膜置换和再装
97.2500,其他阴道子宫托的置换
97.2600,阴道或外阴填塞或引流物的置换
97.3300,去除牙钢丝栓结术
97.3600,去除其他下颌骨外部固定装置
97.3700,去除气管造口导管
97.3800,去除头和颈部缝线
97.3900,去除头和颈部其他治疗性装置
97.4100,去除胸廓切开导管或胸膜腔引流物
97.4400,非手术性去除心脏辅助系统
97.5300,去除大肠或阑尾导管
97.5500,去除T型管、其他胆管导管或肝导管
97.5600,去除胰腺导管或引流管
97.5900,去除消化系统其他装置
97.6100,去除肾盂造口和肾造口导管
97.6200,去除输尿管造口导管和输尿管导管
97.6400,去除其他泌尿系统引流装置
97.6500,去除尿道支架
97.6900,去除泌尿系统其他装置
97.7100,取出子宫内避孕装置
97.7400,取出其他阴道子宫托
97.7500,取出阴道或外阴填塞物
97.7900,取出生殖道其他装置
97.8600,去除腹部其他装置
97.8700,去除躯干其他装置
97.8800,去除外部制动装置
97.8900,去除其他治疗性装置
98.0100,口腔内异物的不切开去除
98.0200,食管管腔内异物的不切开去除
98.0300,胃和小肠管腔内异物的不切开去除
98.0400,大肠管腔内异物的不切开去除
98.0500,直肠和肛门管腔内异物的不切开去除
98.1100,耳腔内异物的不切开去除
98.1200,鼻腔内异物的不切开去除
98.1300,咽管腔内异物的不切开去除
98.1400,喉管腔内异物的不切开去除
98.1500,气管和支气管管腔内异物的不切开去除
98.1600,子宫管腔内异物的不切开去除
98.1700,阴道内异物的不切开去除
98.1800,人工造口管腔内异物的不切开去除
98.1900,尿道管内异物的不切开去除
98.2000,去除异物
98.2100,眼表浅异物的不切开去除
98.2200,头和颈部其他异物的不切开去除
98.2300,外阴异物的不切开去除
98.2400,阴囊或阴茎异物的不切开去除
98.2500,躯干其他异物不切开去除，除外阴囊，阴茎或外阴
98.2600,手异物的不切开去除
98.2700,上肢异物的不切开去除，除外手
98.2800,足异物的不切开去除
98.2900,下肢异物的不切开去除，除外足
98.5100,肾、输尿管和（或）膀胱体外休克波碎石[ESWL]
98.5200,胆囊和（或）胆管体外休克波碎石[ESWL]
98.5900,其他部位体外休克波碎石
99.0000,围手术期自体输全血或血成分
99.0100,交换输血
99.0200,输以前收集的自体血
99.0300,全血的其他输入
99.0400,血细胞压积输入
99.0600,输入凝血因子
99.0700,输入其他血清
99.0900,输入其他物质
99.1000,血栓溶解药的注射或输注
99.1200,变态反应免疫接种
99.1400,丙球蛋白注射或输注
99.1500,胃肠外输注浓缩营养物质
99.1600,解毒药注射
99.1800,注射或输注电解质
99.2000,血小板抑制药的注射或输注
99.2200,注射其他抗感染药物
99.2400,其他激素注射
99.2500,注射或输注癌瘤化学治疗药物
99.2800,注射或输注作为一种抗肿瘤药的生物治疗调节[BRM]
99.2900,注射或输注其他治疗性或预防性药物
99.5300,抗节肢动物传播的病毒性脑炎的预防性接种
99.5700,应用肉毒中毒抗毒素
99.5800,应用其他抗毒素
99.6200,心脏其他电抗休克
99.6300,闭合性胸部心脏按摩
99.7700,使用或应用粘连屏障物
99.7900,其他治疗性血浆分离置换法或其他治疗性或预防性药物的注射、使用或输注
99.8100,低温(中枢)(局部)
99.8200,紫外线光疗法
99.8300,其他光疗法
99.8500,癌症高热疗法
99.8600,非侵袭性放置骨生长刺激器
99.8800,治疗性光细胞分离法
99.9900,其他各类操作
